age_bp,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127,e128,e129,e130,e131,e132,e133,e134,e135,e136,e137,e138,e139,e140,e141,e142,e143,e144,e145,e146,e147,e148,e149,e150,e151,e152,e153,e154,e155,e156,e157,e158,e159,e160,e161,e162,e163,e164,e165,e166,e167,e168,e169,e170,e171,e172,e173,e174,e175,e176,e177,e178,e179,e180,e181,e182,e183,e184,e185,e186,e187,e188,e189,e190,e191,e192,e193,e194,e195,e196,e197
1949,-0.0805125,0.0126667,-0.294365,0.168799,-0.282346,-0.34926,-0.38888,-0.133021,-0.419987,-0.117543,-0.225423,-0.436994,0.06332,-0.22218,-0.523496,-0.903752,-0.141152,-0.0168338,-0.082655,-0.639816,-0.0538994,-0.16143,0.224828,-0.202856,-0.519592,-0.315057,-0.0360729,-0.257164,-0.342672,-0.497866,-0.0873016,-0.11119,-0.00765532,0.0635393,0.290428,0.143603,0.60726,-0.443996,0.734394,-0.303263,-0.190589,0.275414,0.247173,0.242749,0.225628,0.199414,-0.377382,-0.00427432,-0.526088,0.0224209,-0.310186,0.802564,-0.451419,0.00974276,-0.102027,0.247466,-0.18687,0.0568972,-0.475695,-0.0900416,0.169871,0.373657,0.214327,-0.10093,-0.253826,-0.253215,-0.149084,0.408086,0.358656,0.970415,0.0185377,0.016149,0.790162,0.160546,0.778511,0.0910049,0.210169,0.36397,-0.145453,0.142645,-0.121419,0.747311,0.650938,0.650358,0.425032,-0.22392,-0.0564554,0.618233,0.376875,0.362065,0.366186,0.342828,-0.0116787,0.5517,0.227371,0.0594648,0.474277,0.34072,-0.054787,0.358047,0.980812,0.803033,0.259763,-0.0844344,1.63241,0.393792,-0.0750453,0.495147,0.220963,0.120804,0.127723,-0.0619151,0.623452,0.786579,0.531059,0.411869,0.435471,0.0721673,0.912343,0.950228,-0.481809,0.710346,0.453928,0.389415,-0.0492842,-0.206416,-0.150838,-0.0109942,-0.00376123,0.608996,0.273325,1.16744,0.075881,0.100615,-0.215264,-0.216967,-0.170773,-0.248102,-0.114262,-0.405755,-0.0567402,-0.582166,-0.0561784,-0.0344356,-0.356636,-0.0265069,-0.223169,-0.583193,-0.017866,0.0860634,0.100702,0.144037,-0.173632,-0.483194,-0.034546,0.301789,-0.122674,-0.141902,0.0358933,-0.169253,0.071554,-0.173263,-0.382079,-0.86254,-0.342549,-0.404358,0.302728,-0.126274,-0.401853,0.203053,0.174158,0.247781,-0.398997,0.0915097,0.405088,0.284689,-0.232938,0.0413311,0.180309,0.317667,0.332545,-0.487316,0.083963,0.454947,0.0357434,0.299918,0.403455,0.543192,-0.420221,-0.00698623,-0.333515,0.516003,0.208066,-0.0774616,-0.159746,-0.837823,-0.252765,0.607386
1948,-0.239388,0.173074,-0.154454,-0.0299066,0.0649106,-0.334332,-0.36464,-0.110122,-0.288149,-0.348819,-0.0919024,-0.286312,-0.196007,-0.24474,-0.352883,0.203598,-0.338763,0.189914,-0.395401,0.190597,-0.16811,-0.00700798,-0.0542242,-0.17828,-0.473286,-0.10388,-0.333147,-0.0772865,-0.090943,0.240173,0.108287,0.194545,-0.326439,0.123823,0.508336,0.643687,0.452079,0.0549494,-0.00172348,-0.0932659,-0.0600375,0.295648,0.784909,0.13473,-0.0124413,0.327895,-0.272957,0.135469,-0.154134,0.209851,0.159179,0.861276,0.459071,0.68777,0.234289,-0.228524,0.305463,-0.495572,-0.208469,-0.146157,-0.109591,0.20553,0.288232,0.338431,-0.153651,0.289066,0.598061,0.880932,0.666409,0.74076,-0.0234185,0.648195,0.68397,0.563937,1.36177,0.304326,0.231824,0.311969,-0.104084,0.992107,0.330482,0.400955,0.404548,0.219716,0.723666,0.158582,0.768631,0.123433,0.519803,0.415777,0.685729,0.890494,0.45134,1.20094,0.262754,0.763763,0.804624,0.715849,0.132806,0.412092,1.03486,0.857078,0.313808,-0.0303893,1.68645,0.447837,-0.0210002,0.549192,0.275008,0.174849,0.181768,-0.00786998,0.677497,0.840624,0.585104,0.465914,0.489516,0.126212,0.966388,1.00427,-0.427764,0.764391,0.507973,0.44346,0.00476089,-0.152371,-0.096793,0.0430509,0.0502839,0.663042,0.327371,1.22148,0.0540273,0.358271,-0.152489,0.00455904,-0.273705,0.10823,-0.0184514,0.0312509,0.195174,-0.0573968,0.0212935,0.088509,0.345481,-0.236951,-0.729793,0.33862,0.0414329,0.348503,0.271097,0.180651,-0.00597819,-0.374934,0.00855537,0.0078111,0.00937214,-0.102649,0.0840508,-0.0234183,-0.0914349,-0.438163,0.414644,-0.175894,0.253187,-0.124487,0.422629,-0.0916561,0.483006,0.255988,0.118944,0.0154268,0.34671,0.143464,0.68226,0.37452,-0.300616,-0.147198,0.333179,0.159462,0.653325,-0.14236,0.508144,0.191507,0.141705,0.259063,0.0336665,-0.0690414,-0.0785844,0.0808624,0.115404,0.225748,0.0605405,-0.702127,0.0621953,0.300185,0.0736484,0.191014
1947,-0.137879,0.136941,0.247239,0.131679,0.283537,0.0373495,-0.110828,0.0947349,0.139733,-0.234788,0.197972,-0.153544,-0.0993661,0.310214,-0.430844,0.458484,-0.375243,0.589535,-0.200455,0.105393,-0.112172,0.0635682,0.412705,-0.0294811,-0.277471,-0.107183,-0.0408019,-0.215849,0.175656,-0.0794764,-0.314931,0.195519,-0.122917,0.0493833,0.345943,-0.633811,0.834918,0.567189,0.50812,0.307942,-0.0615428,0.302449,0.88288,0.509463,-0.177379,0.305343,0.437069,0.186972,0.426249,0.556877,0.325424,0.275208,-0.0412732,0.120296,-0.151219,-0.0553335,0.280834,0.485652,0.248562,0.212164,0.30737,0.236163,0.528654,-0.118713,0.494308,-0.112105,0.960354,0.909099,0.31663,0.457114,0.120349,0.524302,1.08297,0.226168,1.42872,0.717451,0.505766,0.303581,-0.0528432,0.263081,0.404797,1.03255,0.576807,0.611654,0.183931,0.154119,0.341341,0.207912,0.385252,0.720645,0.795885,0.903558,0.402328,0.770127,0.362633,0.87206,0.601393,-0.0897299,0.0561523,0.473366,1.09613,0.918352,0.375082,0.0308845,1.74773,0.50911,0.0402736,0.610466,0.336282,0.236123,0.243042,0.0534038,0.738771,0.901898,0.646378,0.527188,0.55079,0.187486,1.02766,1.06555,-0.36649,0.825665,0.569247,0.504734,0.0660347,-0.0910971,-0.0355192,0.104325,0.111558,0.724315,0.388644,1.28276,0.0444033,0.150575,-0.223698,0.120393,-0.137905,-0.400857,-0.0893309,-0.0929912,-0.081207,0.0048575,0.154273,0.0309825,-0.0831411,-0.136741,-0.277685,0.145141,0.32593,-0.271781,-0.258079,-0.0413594,0.119673,0.426834,-0.16197,0.4628,-0.236023,-0.00535285,0.0643603,-0.0918331,0.312237,0.0334376,0.068978,-0.21763,-0.123715,0.00179154,0.415618,-0.226243,0.787593,0.127558,0.485363,0.755714,0.398317,0.0442207,0.631487,0.666428,0.625539,0.191018,0.78245,0.418999,0.399917,0.0839151,0.89818,-0.314423,0.0807032,0.0415617,-0.35969,0.240921,-0.0333097,0.454286,0.234959,0.49673,0.111093,-0.220021,0.159504,0.867317,0.700199,0.487416
1946,-0.177147,-0.45225,0.204648,-0.194223,-0.0631856,0.0977067,-0.63567,-0.762607,-0.193581,0.151702,-0.0726579,-0.120592,-0.165061,-0.279834,0.0670549,-0.467408,-0.0486359,-0.488875,0.0673481,-0.638881,-0.0975756,0.127136,-0.00343475,-0.396945,-0.187279,-0.0436251,-0.0287476,-0.566473,-0.422469,0.389923,-0.267322,-0.380001,-0.250837,-0.219026,0.0265887,-0.221377,-0.284569,0.116317,0.732178,0.348242,-0.238305,-0.117571,0.457263,-0.00672535,-0.0673776,-0.323142,0.384823,-0.182118,-0.0188138,0.116391,-0.249077,0.27373,0.244114,0.515373,-0.686537,-0.0656249,0.00956884,-0.159927,0.131527,0.0860345,-0.0143212,0.360589,0.122637,0.108168,-0.143889,-0.00412797,-0.0642012,0.306365,0.270123,0.866422,0.213312,-0.710683,0.875409,0.618279,0.356786,0.0734627,0.258838,-0.342807,-0.0268378,0.180048,0.164304,0.768522,0.393158,0.0513402,-0.0508682,0.0687991,-0.32013,0.805684,-0.164109,0.347416,-0.16879,0.447633,0.722719,0.278462,-0.23807,0.709896,0.293,0.471719,0.238789,0.489706,1.11247,0.934692,0.391422,0.0472244,1.76407,0.52545,0.0566134,0.626806,0.352622,0.252463,0.259382,0.0697437,0.755111,0.918238,0.662718,0.543528,0.567129,0.203826,1.044,1.08189,-0.35015,0.842005,0.585587,0.521074,0.0823746,-0.0747573,-0.0191793,0.120665,0.127898,0.740655,0.404984,1.2991,-0.0649887,-0.519038,-0.0657103,0.186009,-0.224935,-0.000997694,-0.00319384,-0.0533879,-0.10986,-0.0477707,0.503704,-0.0876364,-0.166361,-0.0165026,-0.209176,0.210534,-0.243465,-0.0529451,-0.173732,0.225703,-0.332232,-0.0271813,-0.203968,-0.0921377,0.204125,-0.229216,0.0159935,0.204285,0.175083,-0.185977,-0.0572976,0.195329,-0.249862,0.251096,-0.0270704,-0.338808,0.676183,0.165858,0.933395,0.526265,0.220295,-0.166539,0.0157803,0.479366,0.320807,0.407722,0.539974,0.970873,0.0118229,0.0828496,-0.0887326,0.175779,0.149938,-0.00428562,0.215662,0.356432,-0.0868405,0.720747,0.0453654,-0.248971,0.231239,-0.295921,1.02627,0.585986,-0.0818087,0.219359
1945,0.139165,-0.115685,-0.120536,0.112332,-0.266659,-0.322053,-0.103598,0.0786813,-0.277413,0.114425,-0.183649,-0.0465793,-0.0559143,-0.201317,0.225755,-0.350407,-0.006122,-0.204317,-0.0501183,0.118873,0.0183864,0.173488,-0.29388,0.0972758,-0.387552,-0.128023,-0.0144126,0.0181328,-0.195275,-0.262508,0.107755,-0.0541465,0.134952,0.428631,0.372678,-0.432493,0.261359,0.115143,0.411912,0.271751,0.33197,-0.00245017,0.282432,0.566107,0.00243731,0.670313,0.276901,0.745575,-0.188864,0.0199304,0.100793,0.431431,0.336492,0.293634,0.239417,-0.111757,0.511446,0.301744,-0.0985148,0.416562,0.108835,0.289939,0.558641,0.23003,-0.073036,0.0343738,0.892435,0.187554,0.754617,-0.115833,0.423045,0.15829,0.339513,0.149426,0.668641,0.118133,0.316916,0.228373,0.381715,0.217129,0.476252,0.866185,0.674478,0.93471,0.246297,0.112866,0.594329,0.917173,0.334225,0.388733,0.585796,1.18481,0.21474,0.252885,0.0560783,0.723099,0.807831,0.340043,0.413206,0.537419,1.16018,0.982405,0.439135,0.094938,1.81178,0.573164,0.104327,0.674519,0.400335,0.300177,0.307096,0.117457,0.802824,0.965951,0.710432,0.591241,0.614843,0.25154,1.09172,1.1296,-0.302436,0.889718,0.6333,0.568788,0.130088,-0.0270437,0.0285342,0.168378,0.175611,0.788369,0.452698,1.34681,-0.292814,-0.596741,-0.0336303,0.0632532,-0.122117,-0.372007,-0.160587,0.0515624,-0.0409299,-0.360021,-0.354749,0.386948,-0.155176,-0.0556088,0.0416527,0.100296,-0.108431,-0.135892,0.396529,-0.108243,-0.210775,-0.00908104,-0.0285615,-0.252958,0.0590187,-0.221939,-0.235751,-0.249551,0.0610767,-0.126915,-0.127301,-0.0998343,0.118532,-0.0419598,0.31445,0.0298008,1.03623,0.0270684,0.236092,0.566314,0.310805,0.38621,0.583999,0.856453,-0.104236,0.0809613,0.27379,0.668322,-0.755875,0.112263,0.54404,0.337014,-0.24205,-0.0469726,0.70727,0.469576,-0.154362,0.346616,0.52049,0.0631509,-0.127956,0.105923,0.724493,0.797598,0.335921,0.417648
1944,0.0509027,0.153807,0.142139,-0.193091,0.0826418,-0.47254,-0.0254398,0.000551678,-0.492929,0.430994,-0.406455,0.000414657,0.187917,-0.0618024,-0.123045,0.124025,-0.0442541,-0.291681,-0.164894,-0.195304,-0.11697,0.0580645,-0.02604,0.0700419,-0.167863,-0.371506,0.0533668,-0.340149,-0.016132,-0.057305,-0.170407,-0.065685,-0.473494,0.153042,0.328147,0.126251,0.777761,0.210779,0.310637,0.427444,0.348509,0.0728424,0.375455,0.239316,0.255152,0.702006,0.260196,0.413069,0.142341,0.285642,0.264122,0.193496,0.510247,0.659446,0.469424,0.20305,0.747771,0.215661,-0.06233,0.234627,0.407087,0.171543,-0.0139811,0.45507,-0.131623,0.193906,1.21188,0.680913,1.16977,0.780162,-0.206875,0.54143,0.893705,0.238552,1.26458,0.50324,0.684519,0.0701488,0.258704,0.945637,0.89818,0.941737,1.24147,0.965386,0.563223,0.714499,0.938746,0.863749,0.773488,0.669427,-0.111349,0.789878,0.544187,0.787365,0.687865,0.908495,1.11256,0.870787,0.44384,0.507641,1.13041,0.952627,0.409358,0.0651603,1.782,0.543386,0.0745493,0.644742,0.370558,0.270399,0.277318,0.0876796,0.773046,0.936174,0.680654,0.561463,0.585065,0.221762,1.06194,1.09982,-0.332214,0.859941,0.603523,0.53901,0.10031,-0.0568214,-0.00124345,0.1386,0.145833,0.758591,0.42292,1.31703,-0.0266385,-0.0905683,0.0277527,0.0169674,-0.200182,-0.207449,0.202776,-0.10252,-0.263532,-0.168018,0.221091,-0.224725,-0.0552298,-0.379608,0.171671,-0.372621,-0.290286,0.0223899,-0.105763,0.102157,-0.0837645,0.422326,0.273148,-0.216246,-0.0230647,0.20925,0.15971,-0.0749248,0.12406,-0.164413,0.10192,-0.351877,-0.00637184,0.253461,0.776555,0.28848,0.657015,0.704421,0.887629,0.695577,0.492333,-0.37366,0.256331,0.616895,0.111067,-0.392978,0.092979,0.604265,0.136454,0.0416524,0.202425,0.741656,0.000517759,0.077572,0.73221,0.438088,0.115006,-0.184271,0.534104,0.128711,0.0330923,0.348368,0.714425,0.13257,0.613372,0.590925
1943,0.218174,-0.172471,-0.207514,-0.363313,-0.133934,-0.388393,-0.384924,-0.216176,-0.0268088,0.0272503,-0.252647,-0.437285,-0.258969,-0.384707,-0.340998,-0.399623,-0.223465,-0.275025,-0.0013482,0.14743,-0.456303,-0.237495,0.0353674,-0.251338,-0.0499747,-0.474721,-0.237964,0.297218,-0.358932,-0.404221,0.000956678,-0.169756,-0.105127,0.086732,0.296934,0.144412,0.667533,0.255294,0.838544,0.998256,0.46532,0.505025,0.643733,0.127185,0.400913,0.382008,0.590632,1.00695,-0.198015,0.493881,0.315756,0.221608,0.765636,0.409286,0.678265,0.659634,0.0985181,0.902325,0.684958,0.307137,0.628579,0.993531,0.504787,0.511896,0.536758,0.110967,0.868699,1.00583,1.27954,1.40372,0.696819,1.36049,1.15116,0.781813,0.952588,1.49819,0.407875,0.493699,0.564065,0.925595,1.15828,0.619152,0.311773,0.815748,1.38114,1.17619,1.43414,1.02198,0.921066,0.811461,1.01533,1.37521,1.23225,0.980138,0.701979,1.07997,1.33119,0.596553,0.374463,0.479225,1.10199,0.924211,0.380941,0.036744,1.75359,0.51497,0.046133,0.616325,0.342141,0.241983,0.248902,0.0592633,0.74463,0.907757,0.652238,0.533047,0.556649,0.193346,1.03352,1.07141,-0.36063,0.831524,0.575106,0.510594,0.0718942,-0.0852377,-0.0296597,0.110184,0.117417,0.730175,0.394504,1.28862,-0.184042,0.121972,-7.87629e-05,-0.242604,-0.146827,0.184141,0.222138,-0.0343475,0.214394,-0.220367,-0.497784,0.0968507,0.129515,-0.213096,0.0493677,0.117424,0.194914,0.453107,0.315913,-0.0552624,-0.124142,-0.386131,0.0755378,0.263781,-0.265291,-0.109401,0.065848,-0.120371,-0.243509,0.300963,0.0618244,0.209302,0.14794,0.462621,0.522964,0.111805,1.50793,0.125575,0.459556,-0.172441,0.696377,0.0579545,0.282514,0.738995,0.500338,0.507649,0.229222,0.357782,0.388116,1.0377,0.059601,0.43519,0.213656,0.144089,0.42274,0.543476,0.257277,0.350522,0.598417,0.0189925,0.601564,0.261291,0.715268,0.102651,0.517401,0.267293
1942,-0.336015,-0.160193,-0.484471,-0.285642,-0.381203,-0.435874,-0.454291,-0.219169,-0.277267,-0.0554651,-0.388007,-0.399687,-0.560961,-0.152773,-0.371571,-0.553283,-0.240534,-0.307663,-0.617127,-0.456501,-0.0588118,-0.426459,-0.470826,-0.448312,-0.641783,-0.536326,-0.43812,-0.317443,-0.44672,-0.0228333,-0.388738,-0.0523571,-0.330753,-0.186632,0.342379,0.00841853,0.625437,-0.0278326,0.443253,0.718751,0.73796,0.468605,0.423281,0.226062,0.48441,0.0778549,0.576964,0.512034,0.273537,0.279288,0.126678,-0.110896,-0.222426,0.0933809,0.214077,0.597717,0.536173,0.663286,0.541267,0.114858,0.0473447,0.711825,0.299528,0.475994,0.242835,-0.0188976,1.2124,0.778414,0.782878,1.30917,0.423662,0.442436,0.999445,0.609946,1.41612,0.574648,0.523442,-0.305945,0.0604362,0.955371,0.712971,0.568991,0.584211,0.989635,1.04724,0.644194,0.943457,0.649078,0.913164,0.684254,1.3596,0.664673,0.938559,0.644734,0.618892,1.22469,1.15147,1.13329,0.306462,0.434566,1.05733,0.879552,0.336282,-0.00791492,1.70893,0.470311,0.00147413,0.571666,0.297482,0.197324,0.204243,0.0146044,0.699971,0.863098,0.607579,0.488388,0.51199,0.148687,0.988863,1.02675,-0.405289,0.786865,0.530447,0.465935,0.0272353,-0.129897,-0.0743186,0.0655253,0.0727582,0.685516,0.349845,1.24396,-0.175007,-0.302521,-0.521628,-0.152265,-0.275762,-0.0632474,-0.238408,-0.532847,-0.193606,-0.206905,-0.40874,-0.240861,0.104982,-0.370286,-0.526271,-0.0439028,-0.414537,-0.506563,0.0369578,0.0403038,0.37294,-0.0281582,-0.257595,-0.156788,-0.0706369,-0.0440736,-0.414452,0.0714429,0.0317608,-0.199541,0.0787473,-0.0396375,-0.226585,0.376888,0.28479,0.408364,0.467271,0.354032,0.696591,0.218727,0.683503,0.549797,-0.335516,-0.0162015,0.694085,0.522826,-0.518313,0.253213,-0.0291693,0.24967,0.0319458,-0.208903,-0.0676529,0.592915,0.635305,0.903031,0.0461134,-0.135096,0.702744,0.744429,0.645374,-0.659732,0.992156,0.302103,0.327587,0.423715
1941,-0.165001,-0.135967,0.331155,-0.00960699,0.110473,0.21716,0.649049,-0.300234,-0.00201664,0.0897695,0.0738311,-0.704757,-0.332115,-0.152233,0.245045,0.136649,0.23122,-0.193509,0.0249068,0.250661,0.0681057,-0.170832,-0.289512,-0.00420864,0.388831,0.208183,-0.129297,-0.0419567,-0.0436673,-0.0523073,0.0620596,0.0479485,-0.0632082,0.0493032,0.57947,0.184949,0.10651,0.307925,0.968324,0.526224,0.534247,0.239999,0.0913536,-0.317212,0.14446,0.107184,0.499633,0.686898,0.243887,0.517443,0.620285,0.368499,-0.0855413,0.860702,0.0522157,0.296131,0.245045,0.542376,-0.258406,0.132146,0.113128,0.0968873,0.456401,0.356583,-0.272763,0.0217797,0.847446,1.18239,0.3044,0.440284,0.507589,0.389605,1.16731,0.875078,1.21901,0.818927,0.669726,-0.185854,0.479241,0.790729,0.728786,0.407725,0.508319,0.958689,0.649972,0.48235,0.71574,0.486246,0.779354,0.307364,0.456119,0.904057,1.09718,1.08615,0.670725,1.04487,1.04285,1.00919,0.336007,0.488778,1.11154,0.933764,0.390494,0.0462966,1.76314,0.524522,0.0556856,0.625878,0.351694,0.251535,0.258454,0.0688159,0.754183,0.91731,0.66179,0.5426,0.566202,0.202898,1.04307,1.08096,-0.351078,0.841077,0.584659,0.520146,0.0814468,-0.0756851,-0.0201071,0.119737,0.12697,0.739727,0.404056,1.29817,0.139648,0.418108,0.0708077,0.485998,0.16347,-0.00969751,0.220878,0.610064,0.569593,-0.00065844,0.192716,0.368691,0.197447,-0.311916,0.0507943,0.108256,-0.0861294,0.362273,0.199325,0.427322,0.246754,0.0420056,0.0429927,0.305455,0.124285,0.0760505,0.118651,0.317547,-0.0485312,0.297435,0.086079,0.0930403,-0.224938,0.378464,0.0411499,0.08695,0.650004,1.21977,0.445944,0.105965,0.679114,0.119851,0.378054,0.0210468,0.0853349,0.733869,-0.601869,0.324957,0.502558,0.223682,0.503233,0.0404478,0.202895,0.0671437,1.01822,0.627645,0.714869,-0.13507,0.19271,0.617316,0.591029,-0.105969,0.383193,0.706536,-0.108424,0.647911
1940,0.0379373,0.186389,-0.0202455,0.0942462,0.375277,0.358494,-0.0516918,0.485772,0.0160438,0.618067,-0.0643878,0.0319417,-0.15669,0.254962,0.60261,-0.0667007,-0.262076,0.349744,0.328792,-0.519718,-0.133318,-0.0269381,0.548535,0.178812,0.137773,0.401234,0.360289,0.278588,0.214506,-0.216416,0.144181,0.181729,0.37296,0.24458,0.395309,0.301742,0.873213,0.177658,0.583277,0.247479,0.99807,0.128303,0.362529,-0.21196,0.565752,0.370646,0.543509,1.13971,0.384769,0.621794,0.416218,0.27756,0.22529,0.407846,0.00881762,0.701966,0.794107,0.850683,-0.208484,0.290983,0.135006,0.22516,0.799979,0.619095,0.373915,-0.281747,0.937701,1.29893,0.91667,0.559458,1.02713,0.582199,1.06109,0.355079,1.02251,0.563442,1.21437,0.761117,0.855022,1.17085,0.624569,1.07861,0.78494,0.846147,0.540033,0.490942,1.25294,1.16282,0.804816,0.901295,0.838907,0.809466,1.15345,1.25195,1.11698,1.21283,1.16906,0.794382,0.407906,0.478102,1.10087,0.923088,0.379818,0.0356206,1.75246,0.513847,0.0450097,0.615202,0.341018,0.240859,0.247778,0.0581399,0.743507,0.906634,0.651114,0.531924,0.555526,0.192222,1.0324,1.07028,-0.361754,0.830401,0.573983,0.50947,0.0707708,-0.086361,-0.0307831,0.109061,0.116294,0.729051,0.39338,1.28749,0.436378,0.071323,0.103213,0.336542,0.203781,0.352051,0.329142,0.694532,0.184275,0.0181319,0.305264,0.335397,0.404998,0.293495,-0.110309,0.387189,0.103959,0.112691,0.294556,-0.000804544,0.114558,0.38696,0.104584,0.212172,0.388616,0.306865,0.527654,0.137593,0.123268,0.0889434,0.0373917,0.225651,-0.00241959,0.271078,1.45164,0.402795,0.538497,0.864389,0.593027,0.603225,0.209168,0.486464,0.138291,-0.061884,0.294543,0.785043,0.594171,0.841061,0.371635,-0.0566678,0.74757,0.286615,0.0231761,0.113099,0.707045,1.04637,0.595322,0.365836,-0.650072,0.405734,0.655837,-0.245744,0.882565,0.639091,0.10544,0.116925
