age_bp,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127,e128,e129,e130,e131,e132,e133,e134,e135,e136,e137,e138,e139,e140,e141,e142,e143,e144,e145,e146,e147,e148,e149,e150,e151,e152,e153,e154,e155,e156,e157,e158,e159,e160,e161,e162,e163,e164,e165,e166,e167,e168,e169,e170,e171,e172,e173,e174,e175,e176,e177,e178,e179,e180,e181,e182,e183,e184,e185,e186,e187,e188,e189,e190,e191,e192,e193,e194,e195,e196,e197
1949,-0.0909462,-0.0891888,-0.125838,0.0291104,-0.408323,-0.0372579,-0.339569,-0.21003,-0.230104,-0.452668,-0.495316,-0.352846,-0.123464,-0.212718,-0.39334,-0.382434,0.0240853,-0.446787,-0.261093,-0.332694,-0.0761126,-0.0573771,0.11846,-0.451255,-0.179121,-0.0830142,-0.165177,-0.0653293,-0.0419001,-0.169045,-0.33829,-0.0650237,-0.115479,0.0947644,-0.225004,0.145692,-0.1945,0.53144,0.304033,0.260453,0.149771,0.130514,0.0391203,0.136413,0.093579,-0.0140566,0.270437,-0.181886,0.133902,0.0746619,0.0190164,0.179117,0.149399,0.0708905,0.174069,0.0229273,0.0708868,-0.0243584,0.171729,0.133452,0.28379,0.104641,-0.0112303,-0.261158,0.188324,0.192814,0.202352,0.0622171,0.386889,0.427538,-0.0491245,0.346479,0.616667,-0.0483481,0.0890371,-0.109525,-0.263471,0.522115,-0.00355526,-0.0977185,-0.35775,0.0788147,0.32513,0.236321,0.470951,-0.531494,-0.290238,0.211376,-0.161697,0.108428,0.0492113,-0.0858978,0.160242,-0.00840987,0.26823,-0.406364,-0.159621,-0.0697738,-0.282052,0.40944,0.427592,0.605665,0.311536,0.0611354,0.653933,0.312678,0.14439,0.324065,0.349029,0.316639,0.272804,0.326439,0.687155,0.681626,0.470287,0.301092,0.0728157,0.114344,0.226396,0.795029,-0.133636,0.239055,0.583854,0.520026,0.0387387,0.200799,0.285157,0.168217,0.127455,0.103346,0.310425,0.637958,-0.0241222,0.0363302,0.0109113,0.0303522,0.194511,0.0543938,-0.0511139,0.0460081,-0.0309257,0.158142,-0.159819,-0.0797134,0.0385131,0.217211,-0.0322951,0.023331,0.15571,-0.0553474,0.240422,0.0304355,0.191014,-0.0606957,0.214679,-0.0972531,0.0708863,-0.0161477,0.074278,0.0954991,-0.0344394,0.0794347,0.0680417,0.0913844,0.0189388,0.0126268,-0.195497,0.188171,-0.300519,-0.179646,0.0278259,0.41491,0.160064,-0.00878017,0.182848,0.137786,-0.0605604,0.160953,0.166645,0.190588,0.0128683,-0.100882,-0.0920937,0.135184,-0.0403914,0.202709,0.269093,-0.0799284,-0.0537247,-0.332342,0.0731135,0.131532,0.183821,0.144784,-0.0183098,-0.0162686,0.032601,0.168282
1948,-0.105723,-0.108488,-0.0717746,0.218929,-0.221067,-0.199857,-0.362106,-0.371107,-0.533059,0.0967714,-0.183736,-0.356591,-0.255559,-0.0195795,-0.201818,0.0266811,-0.296789,0.0203972,0.0254915,-0.175361,-0.0471117,-0.123836,0.0247541,-0.142014,-0.292863,-0.254918,-0.477412,0.0267617,-0.063339,0.163568,0.0397391,-0.115504,-0.063946,0.153393,0.0693111,0.195869,-0.231736,0.179111,0.209495,0.0796496,0.320857,-0.0901799,-0.128446,0.161833,0.246145,0.111907,0.220099,0.133966,0.111029,0.168904,-0.0833934,0.192546,0.091441,0.227892,0.252598,0.186822,-0.103174,-0.0465815,0.321329,0.205,-0.0755473,0.0809983,-0.0922319,0.00121763,0.184874,-0.056437,0.0127627,0.259335,0.494334,0.311605,-0.325906,-0.0143011,0.136618,0.364076,0.386124,0.0629631,0.0176345,0.337594,-0.432993,0.359816,0.0755989,-0.0913247,0.115047,0.256393,0.481579,-0.109962,-0.0753938,0.02978,-0.0403004,-0.0482075,0.147789,0.0310188,0.186074,0.431455,0.0674357,0.0661747,0.487546,0.0688403,-0.0117797,0.449726,0.467879,0.645951,0.351823,0.101422,0.694219,0.352964,0.184676,0.364351,0.389316,0.356925,0.31309,0.366726,0.727441,0.721913,0.510574,0.341378,0.113102,0.15463,0.266682,0.835315,-0.0933502,0.279341,0.62414,0.560312,0.0790249,0.241085,0.325443,0.208504,0.167741,0.143633,0.350712,0.678244,-0.0270278,0.0383239,0.117849,0.110764,0.202599,0.153184,0.0379586,0.0450852,0.212177,-0.123314,0.0291893,0.0785029,0.102719,0.0581912,0.121261,0.187882,0.135534,0.06121,0.127515,0.162068,0.112959,0.193048,-0.00670651,0.202555,-0.0232021,0.125317,0.106395,0.0964358,-0.00521235,0.0206411,0.257467,0.0490787,0.180763,0.252386,-0.234148,0.293601,0.0102609,-0.0474676,0.178792,0.33061,0.0286816,0.0346637,0.0648514,0.137699,0.150364,-0.0307761,0.0981046,0.16054,0.022306,-0.330713,0.167829,0.026299,0.0205067,0.221089,0.088291,-0.543321,0.0449384,0.386592,0.13088,0.0136028,-0.0450187,-0.113914,0.130914,0.304975,-0.0166257,-0.0336438
1947,-0.435881,0.246021,0.411036,0.0305638,0.293419,0.0945065,-0.167493,-0.100127,0.280161,-0.415989,0.27577,0.0381703,0.132183,0.300896,-0.257268,0.383351,-0.372081,0.070121,-0.217619,0.155647,0.097158,0.149485,0.173397,0.0149869,-0.334271,0.101973,-0.0975596,0.0948939,-0.170213,-0.327328,-0.0320598,0.0870275,0.144667,0.296769,0.646613,0.172903,-0.134868,0.152549,0.266807,0.48133,0.110209,-0.103988,-0.0759504,0.112349,0.218996,0.37896,-0.0101373,-0.261766,0.0552488,-0.121723,0.124176,0.472586,0.154411,-0.0334404,0.343167,0.1883,0.131953,0.14183,0.0502293,-0.111515,0.0136356,0.438312,0.0709463,0.149082,0.0103835,0.314826,0.538338,0.265817,0.19255,0.262133,-0.355004,-0.0456326,0.247807,0.22402,0.103745,0.243323,-0.23535,-0.0160589,-0.209437,-0.0904391,-0.244604,0.300101,0.112752,0.0464705,-0.215143,-0.0879739,-0.130012,-0.310019,-0.0973267,0.0312972,0.260819,-0.156514,-0.247718,0.379096,-0.0957213,-0.250084,-0.0159317,-0.169883,-0.265763,0.496051,0.514204,0.692276,0.398148,0.147747,0.740544,0.39929,0.231001,0.410676,0.435641,0.40325,0.359416,0.413051,0.773767,0.768238,0.556899,0.387703,0.159427,0.200955,0.313008,0.881641,-0.047025,0.325666,0.670465,0.606638,0.12535,0.28741,0.371769,0.254829,0.214066,0.189958,0.397037,0.724569,0.199323,-0.0580986,0.116819,0.1164,0.00655923,0.0374564,-0.0854709,-0.0880687,0.0966219,0.104545,0.268439,0.00236608,0.085877,0.0884224,-0.100423,0.0713829,-0.0156996,0.0978428,0.0667281,0.0737985,0.0995204,0.0344724,0.117731,-0.0028409,0.196405,0.279679,0.0521405,0.150162,0.0133527,0.0229778,0.180693,-0.0308955,0.114808,0.0545697,0.0913967,0.00245912,-0.139305,-0.0435106,-0.0269203,0.00599525,-0.139182,-0.0476252,0.131417,-0.189741,0.36777,0.131959,-0.0668212,-0.17735,0.0625593,0.105468,0.290005,-0.16407,-0.258481,-0.121899,-0.199425,-0.0622072,0.156387,0.187234,0.245752,0.0998525,-0.251948,0.0181508,0.245892,0.215988,0.121455,0.202849
1946,-0.409142,-0.317386,0.0506337,-0.487087,-0.488072,0.149996,-0.244144,-0.42781,-0.0239164,0.237952,-0.259144,0.139992,-0.425445,-0.0291928,0.0579433,-0.151326,-0.552955,-0.189493,0.0602413,-0.284026,-0.128196,0.252824,-0.495502,0.136248,-0.174596,-0.462113,0.159754,-0.298433,0.0397824,0.130473,0.0787934,-0.227723,-0.0464928,0.22,0.256772,0.410703,-0.297597,0.251199,0.348126,0.307427,0.256651,0.156133,-0.0628253,-0.0322264,0.381961,0.0879959,0.00442782,-0.149002,0.27077,-0.145655,0.115437,-0.280548,0.127964,0.158559,0.118464,0.278221,0.21844,0.111848,0.0792363,0.0390574,-0.0613491,0.505309,0.263545,0.233153,-0.137406,0.373029,0.0115511,-0.0933675,0.355044,0.687497,0.109866,-0.105458,0.514666,0.209866,0.100015,-0.00308878,0.0779046,-0.202769,-0.284849,0.0643426,0.381368,0.231871,0.125263,0.236839,-0.263382,0.112053,-0.340729,-0.244379,-0.189662,-0.0967664,0.0159761,-0.162756,0.384216,0.0572633,0.105088,0.289373,0.166078,-0.1696,0.0908844,0.507107,0.525259,0.703331,0.409203,0.158802,0.751599,0.410345,0.242057,0.421732,0.446696,0.414306,0.370471,0.424106,0.784822,0.779293,0.567954,0.398758,0.170483,0.212011,0.324063,0.892696,-0.0359695,0.336722,0.681521,0.617693,0.136406,0.298465,0.382824,0.265884,0.225122,0.201013,0.408092,0.735624,0.212905,0.102894,-0.069042,0.192862,0.0834577,0.0918485,0.0517869,0.0948016,-0.152098,-0.0344126,0.140027,0.214131,0.046607,0.0687228,0.0612447,0.172182,0.0157615,0.0972912,0.114477,-0.155327,0.0986916,0.186115,-0.105736,0.113238,0.0858774,0.0702979,-0.021439,0.0361275,0.200169,0.0627921,0.00448629,-0.132811,-0.0521789,0.221672,0.0169268,-0.193606,0.252218,0.170237,0.176127,0.195662,-0.105454,-0.0228065,0.134861,0.0208789,0.232304,0.112569,-0.0852399,0.171232,-0.236686,-0.00283881,0.373111,0.0338553,0.0323784,0.00329288,0.215936,0.224839,0.1432,-0.0799902,-0.0465987,-0.0546473,-0.111518,-0.168761,0.135123,0.310719,0.309131,0.244528
1945,-0.138733,0.0835784,-0.224411,0.283562,-0.267829,-0.127711,0.274049,0.173955,0.0615867,-0.0145101,-0.0961598,-0.428203,0.0988081,-0.0848456,-0.088708,-0.0547428,-0.0894965,0.0610073,-0.060818,-0.000767544,0.0536278,0.139539,0.142049,-0.114536,-0.586013,0.197833,-0.185661,-0.135465,0.0759145,0.0872821,-0.21801,0.100225,-0.155081,0.0983178,0.46001,0.430001,-0.151755,0.356555,0.0121535,-0.129404,0.142981,0.327534,-0.0549368,0.113547,0.0113496,0.258334,-0.176587,0.0352025,-0.0443967,0.0567015,-0.0251146,0.194907,0.0965913,0.304207,0.10562,0.157061,0.225594,0.145508,0.146619,-0.0464601,0.138214,0.307602,0.116098,0.293849,0.542516,0.504092,0.0243655,-0.383848,0.228423,-0.115035,0.185375,-0.288469,0.252286,-0.112142,0.222781,-0.204459,-0.0263866,0.329034,0.284095,0.0223392,0.203074,0.162199,0.109956,0.38697,0.0977318,-0.198747,0.0559364,-0.218261,0.023495,-0.364684,0.0931405,0.0636201,0.515449,-0.36696,-0.256982,0.126267,0.709828,0.0340505,0.101657,0.544561,0.562714,0.740786,0.446658,0.196257,0.789054,0.447799,0.279511,0.459186,0.484151,0.45176,0.407926,0.461561,0.822277,0.816748,0.605409,0.436213,0.207937,0.249465,0.361517,0.930151,0.00148478,0.374176,0.718975,0.655147,0.17386,0.33592,0.420278,0.303339,0.262576,0.238468,0.445547,0.773079,0.00399412,-0.0417095,0.158624,0.173075,0.232657,0.0521656,0.0184965,0.272989,0.000103224,0.147278,0.104612,0.0598961,-0.00163518,0.0846409,0.193814,0.135948,0.255357,0.0373913,0.149894,0.135717,0.0506973,0.173228,0.104079,-0.0821632,-0.019009,0.0296199,0.225348,0.208215,0.0308121,0.00662381,0.136329,0.00488992,0.234698,0.151533,-0.0427821,-0.0486796,0.291905,0.0720852,0.0183432,-0.0776632,0.0761855,0.149584,0.219702,0.219117,0.102903,-0.0544336,-0.0903028,0.397544,-0.385592,-0.129153,0.298861,-0.0565459,-0.00579524,0.000767849,0.154783,0.136704,-0.0461045,-0.100778,0.130481,-0.104558,-0.323763,0.0945476,0.10917,0.147569,0.26087,0.185999
1944,0.193482,0.160854,0.191067,-0.232616,-0.0409002,-0.205272,-0.111787,-0.0419978,-0.0960395,0.174453,-0.240102,0.0364697,-0.120914,0.069175,0.0127179,0.196764,0.101943,-0.124195,0.114217,0.0236737,-0.244889,0.115646,0.160131,0.0327103,0.215882,-0.257215,-0.0567529,-0.127436,0.0167651,-0.171764,-0.14975,0.0418694,-0.198855,0.199089,0.284455,0.43725,0.130674,0.345854,0.080584,-0.229056,0.305764,0.124245,-0.127249,0.630513,-0.197201,0.186154,0.0914999,0.175319,0.4312,-0.0879288,0.286143,0.282622,0.209842,0.288283,0.426537,0.0666364,0.389513,-0.0712981,0.439797,0.400739,0.407599,0.200269,0.156654,0.109086,0.33849,0.484658,-0.0587646,-0.511813,0.378459,0.2626,0.332991,0.453667,0.352253,-0.133579,0.111001,-0.164844,0.0298276,0.193544,0.077512,0.161769,0.363911,0.0161506,0.201992,0.22012,0.292726,0.0507036,-0.460195,0.0314226,-0.0421403,0.0986846,0.115205,0.121574,0.404375,0.145857,0.116246,0.0623796,0.362791,0.221154,-0.0741111,0.506171,0.524324,0.702396,0.408268,0.157867,0.750664,0.409409,0.241121,0.420796,0.445761,0.41337,0.369535,0.423171,0.783886,0.778358,0.567019,0.397823,0.169547,0.211075,0.323127,0.89176,-0.0369052,0.335786,0.680585,0.616757,0.13547,0.29753,0.381888,0.264949,0.224186,0.200078,0.407157,0.734689,-0.083617,-0.0914877,0.113801,0.23291,0.118823,0.118872,0.071383,0.0369538,0.0884191,-0.012826,0.101732,0.200918,0.116178,0.0099331,0.032119,0.0759393,-0.0249874,0.00143761,0.0886913,0.0206692,0.164296,0.0621006,-0.0736047,0.0782025,0.0181078,0.0445438,0.129883,0.19498,0.0102599,0.262333,0.127548,0.0989587,0.0545624,0.211702,-0.00518168,0.0830115,0.199051,0.0136504,0.246413,0.218407,0.112231,-0.0536053,0.0932137,0.183936,0.311446,0.211269,0.0165359,0.323585,-0.148626,0.171147,0.432469,0.0103408,0.0355138,0.0752788,0.359757,-0.0567442,-0.0215339,0.109074,0.397438,-0.0476046,0.0120628,-0.0242222,0.145724,0.121378,0.00319772,0.619821
1943,0.29711,0.00745834,0.0664193,0.00793014,0.0397253,0.0127176,0.0264889,-0.199137,-0.0401097,-0.310559,-0.260041,0.100325,-0.0425553,-0.0155321,-0.221509,-0.302726,-0.381845,-0.0283008,0.00686154,0.126021,-0.0441963,-0.0249032,-0.207561,-0.380029,-0.0325143,0.0315785,-0.0137328,0.457838,0.07195,-0.105668,0.0768782,0.040717,-0.195784,0.241016,0.215292,0.401026,-0.180225,0.206048,0.227089,0.236315,0.336146,0.442519,0.102358,0.326682,0.00142982,0.174292,0.0691165,0.571506,0.431347,0.254502,0.453877,0.354585,-0.0675447,0.377831,0.328786,0.339747,0.162171,0.168421,0.31085,0.32984,0.140736,0.525266,-0.0700674,0.182796,0.134276,0.342391,0.153138,0.095907,0.233773,0.551303,0.366686,1.04106,0.628252,0.283789,0.231883,0.692999,-0.19973,0.312315,0.347841,0.479997,0.431637,0.156274,0.352739,-0.0175418,0.795412,0.608751,0.336238,0.510897,0.644929,0.341636,0.743121,0.322725,0.486819,0.165931,0.353269,0.568334,0.472087,0.466258,0.318655,0.484519,0.502672,0.680744,0.386615,0.136214,0.729012,0.387757,0.219469,0.399144,0.424108,0.391718,0.347883,0.401519,0.762234,0.756706,0.545366,0.376171,0.147895,0.189423,0.301475,0.870108,-0.0585574,0.314134,0.658933,0.595105,0.113818,0.275878,0.360236,0.243296,0.202534,0.178426,0.385505,0.713037,-0.182767,0.0441109,0.159856,0.118695,-0.00773996,-0.0312265,0.182576,0.107586,0.00115243,0.109883,0.071207,0.130869,0.16411,0.0169055,0.0386923,0.0244744,0.00419157,0.150087,0.141042,0.215283,0.134538,0.152255,0.0752386,0.237625,0.178652,0.126285,0.205912,0.0668632,0.0891042,0.0932134,0.180088,-0.035895,0.134064,0.126433,-0.0284736,0.0105298,0.478632,-0.220896,0.316221,0.00107915,0.268537,0.145232,-0.194653,0.252303,0.33952,0.0264279,0.344081,0.156755,0.0832782,0.475189,0.0308988,0.124938,0.145258,-0.123372,0.066222,0.220941,-0.111491,0.116558,0.252759,-0.247185,0.164311,0.292839,0.235771,0.177937,0.18063,0.224433
1942,-0.108686,-0.00806015,-0.0985657,-0.186054,-0.336913,0.0973363,-0.133819,0.0637578,0.03968,0.104985,0.122545,-0.013579,-0.0258773,0.151612,-0.0524046,-0.0464781,-0.0820173,-0.50213,-0.209993,-0.241033,0.0341029,-0.131148,0.0433719,-0.221148,-0.293933,-0.0535801,-0.0738842,-0.300764,-0.0351199,-0.11009,0.0574739,0.177618,0.0633673,0.194946,0.342737,0.474873,0.165864,-0.0213207,0.0494019,0.155627,0.161582,0.226806,-0.0653321,0.242567,0.111328,0.164238,0.102799,0.480332,0.231271,0.182191,0.0960938,0.30287,0.458483,0.123439,0.313425,0.336988,0.31463,-0.104313,0.268529,0.123321,-0.0122447,0.055645,0.152567,0.293691,0.171235,0.344608,0.156211,0.0664082,0.138071,0.484741,0.131593,0.478812,0.479334,0.196653,0.452454,0.304958,0.276087,0.052915,0.201838,0.433796,0.394674,0.54902,0.545566,0.23757,0.435316,0.472608,0.322649,0.218885,0.503479,0.212763,0.776598,0.143552,0.241505,-0.219401,0.0695508,0.56161,0.499317,-0.0250188,0.240195,0.47306,0.491213,0.669285,0.375157,0.124756,0.717553,0.376299,0.20801,0.387685,0.41265,0.380259,0.336425,0.39006,0.750776,0.745247,0.533908,0.364712,0.136436,0.177964,0.290017,0.85865,-0.0700161,0.302675,0.647474,0.583646,0.102359,0.264419,0.348778,0.231838,0.191075,0.166967,0.374046,0.701578,0.281847,0.041196,0.141116,0.260913,0.00760784,0.194668,-0.0299805,0.221241,0.0333521,0.0879677,0.0902267,0.188272,0.00138871,0.0321578,-0.0752164,0.233037,-0.0152637,0.0313628,0.140315,0.0560534,0.06878,0.152471,0.0472123,0.0174943,-0.0179317,0.0642972,-0.0416421,0.00549014,-0.00562157,-0.0521972,-0.00427556,0.229435,0.139089,0.0586871,0.0839925,0.0498063,0.552115,0.274586,0.244418,0.255021,0.0495145,0.297831,-0.222082,0.00997587,0.460257,0.139423,0.0837406,0.0455525,0.0786246,-0.0925524,0.129388,0.199941,0.0908889,0.176506,0.351738,0.447514,0.26871,0.156564,0.314714,0.0869382,0.259588,-0.000444279,0.395447,0.357302,0.272449,0.0999662
1941,-0.163062,-0.242789,0.2962,0.0488711,-0.0480141,-0.0828191,0.509499,0.0341502,-0.0572568,-0.218417,-0.212411,-0.288283,-0.148915,-0.123492,-0.132784,-0.341141,-0.194635,-0.361788,0.0728874,0.18097,0.0872483,-0.33451,-0.0774288,-0.152079,0.164113,0.0725599,0.0876204,0.069393,-0.244635,-0.0475068,-0.0319399,-0.0834062,0.36341,0.0799302,0.265238,-0.00280118,-0.131901,0.172826,0.266537,0.005925,0.181582,0.106996,0.307288,0.132329,0.172793,0.110287,0.389682,0.293015,-0.0389484,-0.0983172,-0.0472599,0.0681373,0.322749,0.0135922,0.250735,-0.0145342,-0.0244465,-0.196959,-0.000588949,0.339831,-0.0150612,0.219358,-0.0732617,0.0387113,0.274791,0.197268,-0.346846,0.322762,-0.092536,-0.197874,-0.267253,0.183432,0.278031,0.226624,0.212679,0.0528962,-0.127216,0.0697358,0.111078,0.232363,0.384579,-0.145977,0.280516,0.134449,0.312871,-0.0506949,0.136027,0.353228,0.223891,0.100149,0.056192,0.0403146,0.330078,0.0196808,0.12005,0.0732961,0.856137,0.323115,-0.13391,0.507294,0.525447,0.703519,0.409391,0.15899,0.751787,0.410533,0.242245,0.421919,0.446884,0.414494,0.370659,0.424294,0.78501,0.779481,0.568142,0.398946,0.17067,0.212198,0.324251,0.892884,-0.0357818,0.33691,0.681709,0.617881,0.136593,0.298653,0.383012,0.266072,0.22531,0.201201,0.40828,0.735812,-0.0188546,0.185534,0.14121,0.284267,0.142089,-0.116859,0.0449773,0.028554,0.253525,0.0884438,0.154463,0.0474039,0.00934972,-0.00264071,0.0321129,-0.0195032,0.105712,0.129387,0.0524754,0.107078,0.0282409,0.0789114,0.169157,0.067193,0.168421,0.0903542,0.0735969,0.0762526,0.232899,0.061504,0.133138,-0.0355086,-0.0628599,-0.084674,-0.372938,-0.156545,0.27995,0.205754,-0.281233,0.0496738,0.35776,0.042324,-0.0982304,-0.0617505,0.252282,0.255579,-0.249014,0.270607,0.372754,0.0612782,-0.228533,-0.0495253,-0.0389585,-0.0461822,0.201311,0.0404683,0.109663,0.284004,0.205806,0.0216916,0.341217,-0.20359,0.073423,-0.148052,0.0147562,0.057773
1940,-0.130076,-0.0242174,-0.148842,-0.0145242,0.0939476,-0.291326,-0.27569,0.129003,0.0344881,0.305519,-0.40506,-0.131097,-0.0399117,0.0750543,0.0240575,-0.0296053,-0.137528,-0.119888,0.0705508,-0.509385,-0.265907,0.0966252,0.192816,-0.12875,0.000134548,0.217012,0.188247,0.0319967,0.0672085,0.0610263,-0.184994,-0.0365812,-0.10688,-0.0535347,0.44756,0.222719,-0.246269,0.357246,-0.0443043,0.0232451,0.203139,0.044062,0.127797,0.149933,-0.164984,0.0340118,0.325121,0.292305,0.246803,0.0571635,0.397644,0.134341,0.155826,0.293545,0.0269608,0.120164,-0.147348,0.298437,-0.0152499,0.448571,0.417782,0.278477,0.116659,-0.0969002,0.167133,0.346385,0.122435,0.393025,0.0178498,0.0827316,0.122906,0.30675,-0.068296,0.120821,0.0285751,0.227337,0.258347,0.394258,0.359721,-0.000165034,0.014608,-0.00785927,-0.057771,0.285529,0.204418,0.0882702,0.0588156,-0.178536,-0.197018,-0.0043057,0.118282,0.0788136,0.0703702,-0.0952346,0.0782501,-0.00977265,0.659263,-0.021093,0.0395292,0.506796,0.524949,0.703021,0.408893,0.158492,0.751289,0.410035,0.241746,0.421421,0.446386,0.413995,0.370161,0.423796,0.784512,0.778983,0.567644,0.398448,0.170172,0.2117,0.323753,0.892386,-0.0362802,0.336411,0.68121,0.617382,0.136095,0.298155,0.382513,0.265574,0.224811,0.200703,0.407782,0.735314,-0.113863,0.154622,0.0683205,0.198484,0.118758,0.293318,0.341332,0.249592,0.0443208,0.175691,-0.0741109,0.298937,-0.0579648,0.163377,0.236257,0.121376,0.193703,0.0213533,0.0527237,0.238212,0.0828885,-0.0186988,-0.139889,0.0915297,0.0755451,0.0344431,0.0721577,0.153163,0.116712,-0.087123,0.129592,0.136784,0.281595,0.106101,-0.088573,0.188419,0.298324,0.0260856,-0.0835426,0.223537,-0.0580528,0.0936111,-0.0171743,0.0887599,0.236357,0.195559,0.0314047,0.520261,0.265517,0.0371095,0.323133,0.0407936,0.185495,0.121063,0.113301,0.376248,0.190916,0.435062,0.172404,0.396604,-0.0340798,0.226317,0.151672,0.0155869,0.112413,0.127477
