age_bp,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127,e128,e129,e130,e131,e132,e133,e134,e135,e136,e137,e138,e139,e140,e141,e142,e143,e144,e145,e146,e147,e148,e149,e150,e151,e152,e153,e154,e155,e156,e157,e158,e159,e160,e161,e162,e163,e164,e165,e166,e167,e168,e169,e170,e171,e172,e173,e174,e175,e176,e177,e178,e179,e180,e181,e182,e183,e184,e185,e186,e187,e188,e189,e190,e191,e192,e193,e194,e195,e196,e197
1949,-0.12314,0.0596313,0.190599,0.476724,-0.298844,-0.0446989,-0.593875,0.197317,-0.299262,-0.304959,-0.232875,-0.0790501,0.328739,0.21376,-0.57477,-0.330529,-0.018996,-0.35196,0.388117,-0.997318,0.307386,0.0966349,0.38228,-0.318568,-0.244519,0.309281,0.0241165,-0.12652,0.458882,0.00214226,-0.159425,0.364227,-0.239098,0.892884,0.742983,0.846781,0.114166,0.894809,0.119716,0.934022,0.967723,0.137147,0.496803,0.101834,0.112821,0.0560955,0.576809,-0.0159649,0.356192,0.321075,0.885575,0.752456,0.944736,0.672548,0.99305,0.462965,1.00423,0.409382,0.760054,1.47305,1.11235,0.216672,-0.470915,0.0431824,1.56187,0.583833,-0.512517,0.507285,1.07966,1.11247,-0.371839,1.91038,0.0959459,-0.611349,0.63754,-0.351754,-0.198039,1.67657,-0.279867,0.445711,0.637652,0.615478,1.53408,-0.205646,0.939236,0.102299,0.303526,1.02239,0.12869,0.213168,0.265528,-0.204201,1.55898,-0.492958,-0.043787,-0.761275,0.7846,1.27803,0.0113246,1.35638,0.84158,1.31556,1.084,0.695188,2.3475,1.7131,1.02498,1.57066,1.63352,1.23631,1.21916,1.76469,1.97831,1.93918,1.02716,1.17844,0.64603,0.126611,1.67685,1.8193,0.517144,1.46679,2.30443,1.59601,1.22126,0.790563,-0.0247302,0.935186,1.30591,0.200572,0.627033,2.09524,0.189805,0.970592,1.5348,0.58955,0.968849,1.51485,1.64619,1.98651,1.52382,-0.11078,0.586656,0.593853,0.60086,0.911558,-0.538759,1.27079,1.57384,1.00903,-0.106171,0.445407,-0.226551,1.98478,0.610455,1.33826,2.4329,1.61172,1.07325,0.657388,-0.200142,0.397118,1.9223,0.79939,0.919692,0.893994,0.59806,0.441149,-0.150898,0.034918,-0.651396,0.972477,0.260247,1.08951,0.558356,0.707901,-0.145951,0.131788,0.339076,0.193425,0.0936318,0.250296,0.966939,1.13238,0.0331979,-0.240346,0.172304,0.457999,0.765048,0.604792,1.09678,0.239503,0.257242,-0.353474,0.088714,-0.0120227,-0.129122,1.22982
1948,-0.469392,0.238039,0.0673025,0.516009,-0.609697,-0.238178,-0.727976,-0.763347,-0.751463,0.310025,-0.119365,-0.657047,-0.431249,0.612979,-0.44403,0.296822,-0.557841,0.355464,0.210352,0.412105,0.801504,0.050857,0.131883,0.0721849,0.399989,-0.70204,-0.294312,0.565915,0.0591594,1.17689,0.904323,0.551283,0.1592,1.37662,0.739784,0.066111,0.683478,0.863491,-0.190934,0.717416,0.526936,0.0388978,-0.0451252,0.5362,1.48066,0.871675,1.36742,-0.215874,0.652166,0.339891,0.970447,0.0657644,0.360836,1.01017,0.676635,0.940106,1.29669,0.0661216,0.410812,1.37548,0.804357,1.31556,0.383224,0.431586,0.175423,0.311216,0.44847,0.180037,1.48291,0.87051,-0.216748,0.631703,0.55958,0.862881,1.05784,-0.200804,0.145759,0.582214,-0.276116,0.415263,1.32872,0.371394,0.872627,0.308244,0.893146,0.0704574,-0.910515,0.530759,0.0724992,0.0421917,0.500528,0.277543,0.562065,0.971725,0.256331,-0.236544,0.341933,0.430325,0.848509,1.45207,0.937267,1.41125,1.17969,0.790874,2.44319,1.80878,1.12067,1.66634,1.7292,1.332,1.31485,1.86038,2.074,2.03486,1.12285,1.27413,0.741716,0.222298,1.77253,1.91499,0.61283,1.56248,2.40012,1.6917,1.31694,0.88625,0.0709564,1.03087,1.4016,0.296259,0.72272,2.19092,0.653762,1.81285,1.70398,3.0336,1.15761,0.849884,2.34902,2.20066,1.70691,1.55518,1.24568,2.18904,1.86506,2.20373,2.07801,2.69534,1.5038,2.0022,1.17757,1.43439,1.45306,1.60683,1.56481,1.21375,1.50631,1.74096,0.978489,2.07612,1.2336,1.13705,1.40228,-0.443114,1.48327,-0.368743,0.533441,0.967986,0.893098,0.0385657,0.704866,1.19904,-0.267223,0.0899348,0.0352303,1.05517,0.465142,0.951768,-0.289901,0.763632,0.429362,-0.0356999,0.343386,0.454838,0.167503,1.09826,0.498943,0.272388,0.429757,0.904164,0.186464,-0.0833867,0.858156,-0.117671,0.901063,0.697374,0.648368,0.68633
1947,-0.582079,0.988387,1.43537,0.460184,1.17494,0.539823,0.673449,0.154593,1.34657,-1.10866,1.15237,0.937258,0.794745,1.33593,-0.363397,0.65921,-0.572402,0.357793,-0.216148,0.881789,0.729956,0.819307,0.292094,0.861992,-0.211627,0.618537,0.266106,0.65659,0.0689328,-0.37381,0.278491,0.364827,1.07325,1.24654,2.08573,1.42006,0.245928,0.32315,0.397686,0.605833,0.701255,0.0762803,0.109659,1.68248,1.79377,0.58555,-0.0177945,-0.0259622,0.64382,0.529602,1.18289,0.749927,0.337701,0.986153,1.25564,0.680536,1.14106,0.6174,0.739726,1.23141,1.653,1.56453,0.301767,0.683029,0.734106,1.56564,0.614963,1.13209,1.03028,1.2739,-1.17524,-0.200664,0.71373,-0.33265,0.645475,-0.262773,0.19806,0.564234,-0.320767,0.611649,0.534929,1.05211,0.351381,0.559935,-0.10051,0.775746,0.576828,0.343475,0.566441,0.116692,1.10807,0.0114043,-0.656147,1.20643,0.795313,-0.360573,-0.493873,0.551419,0.881312,1.65835,1.14354,1.61752,1.38596,0.997149,2.64946,2.01506,1.32694,1.87262,1.93548,1.53827,1.52112,2.06665,2.28027,2.24114,1.32912,1.4804,0.947991,0.428573,1.97881,2.12126,0.819105,1.76875,2.60639,1.89797,1.52322,1.09252,0.277231,1.23715,1.60787,0.502533,0.928995,2.3972,3.31526,2.50055,2.38302,1.12696,2.29545,1.66286,2.27216,1.96771,1.15086,2.21901,0.871972,2.44521,1.42091,1.1844,0.942419,0.190437,0.352159,1.66568,2.39427,1.18724,1.27798,1.85945,0.475789,1.81711,-0.0138847,2.12881,1.91604,2.49739,1.32533,0.251429,0.931122,0.300368,1.98161,0.668761,0.863379,0.847818,1.02826,0.0975992,0.418819,0.976062,0.299275,1.06049,0.631721,0.370006,0.624432,1.05617,0.615037,0.132161,0.350255,0.232549,0.974274,0.148824,0.80712,0.214634,0.55147,0.864835,0.609466,0.332122,0.512388,-0.339247,1.4217,-0.226694,-0.0523447,-0.420126,0.504927,0.88666
1946,-0.220806,-0.607993,0.633569,-0.434084,-0.376574,1.24746,-0.4,-0.625247,0.648937,1.41483,-0.240913,0.639821,-0.845358,0.714424,0.535987,0.23473,-0.738,0.751321,0.825831,-0.091762,0.487771,1.38349,-0.433878,0.944847,0.260158,-0.221801,1.20911,-0.0684942,0.979263,0.810025,0.801809,-0.155393,0.288025,1.57599,1.02781,0.41816,0.742129,0.571702,0.814178,0.971462,0.689792,1.31253,0.591345,1.10086,1.07087,0.93955,1.09912,1.29352,0.685853,0.45157,0.6734,-0.371129,0.509862,0.385367,1.10904,0.386602,0.138175,0.673881,-0.278842,1.44365,0.739137,1.79522,0.489478,0.623888,1.15038,0.85865,0.20016,1.49729,1.62242,1.7096,0.132828,-0.171309,1.99008,0.705062,0.835506,-1.0061,0.328594,-0.842688,-0.257375,1.0013,1.25691,1.16747,0.368513,0.50133,1.29906,1.63336,0.0980708,0.634363,0.347406,1.25939,1.03629,0.43832,0.907143,1.92444,0.288478,-0.0233837,-0.442407,0.535133,0.301689,1.7966,1.28179,1.75577,1.52421,1.1354,2.78771,2.15331,1.46519,2.01087,2.07373,1.67652,1.65937,2.2049,2.41852,2.37939,1.46737,1.61865,1.08624,0.566822,2.11706,2.25951,0.957354,1.907,2.74464,2.03622,1.66147,1.23077,0.41548,1.3754,1.74612,0.640782,1.06724,2.53545,2.68771,1.61008,1.86476,1.08781,1.71661,0.974595,2.16212,0.8516,1.38059,1.42391,2.39474,1.31356,0.217257,0.846966,1.52577,0.847924,1.37228,1.40772,2.81933,2.44248,1.40705,1.17481,1.86037,2.4186,2.90636,1.17779,1.18056,0.409322,2.17305,1.84018,0.946657,1.32264,0.782246,0.711529,1.13666,0.74027,0.491646,-0.182549,1.44207,0.60794,0.616757,0.453737,0.409507,0.26673,0.338868,0.598844,0.591805,-0.0149715,0.840313,0.972302,1.04141,0.35886,0.039069,0.643978,0.360765,0.695575,0.642195,0.472136,0.787464,0.833049,0.366216,0.140733,0.590971,0.00369853,-0.219717,0.792467
1945,0.341831,0.577652,-0.580949,1.26969,-0.372789,0.340439,0.826757,0.426371,0.524847,0.497274,-0.186744,-0.463423,0.582227,0.062387,0.494083,0.487082,0.643731,0.486546,0.607809,0.394578,0.720413,0.521372,0.679595,-0.167133,-0.522311,1.06937,0.877045,-0.0910376,0.658663,0.555724,-0.17311,0.846729,0.9264,1.49843,1.73217,1.04513,0.470329,0.257935,1.54787,1.24351,0.669775,1.56004,0.844601,0.693737,0.993168,0.842114,0.847595,1.17428,1.09884,-0.0340677,1.01741,0.452859,0.664674,-0.129198,1.45392,0.461944,0.854933,1.1472,0.0689476,1.84393,1.51521,1.78929,0.0797959,0.867459,1.72412,1.63304,-0.625699,-0.257523,1.13722,0.784542,0.777947,-0.487367,1.35581,-0.331914,0.948814,-0.233846,0.646945,0.572889,1.27857,1.52023,0.583583,-0.0279261,-1.14954,0.777906,0.173275,-0.343087,1.64744,0.22764,0.306082,0.326496,0.523584,1.39481,0.938226,0.104708,-1.38101,0.461166,0.764878,0.751447,0.687136,1.69133,1.17653,1.65051,1.41895,1.03013,2.68245,2.04804,1.35993,1.9056,1.96846,1.57126,1.55411,2.09964,2.31326,2.27412,1.36211,1.51339,0.980977,0.461559,2.01179,2.15425,0.852091,1.80174,2.63938,1.93096,1.5562,1.12551,0.310217,1.27013,1.64086,0.535519,0.96198,2.43018,0.729438,1.06541,1.16648,0.815135,1.33955,2.58392,1.71627,2.55034,2.09169,2.12836,2.12246,2.03562,2.17296,1.07244,2.76439,0.113336,0.761615,0.64508,1.21942,2.43801,0.456251,2.1819,1.72125,1.86141,1.38804,1.32545,1.57754,1.57014,0.0367502,2.08468,1.99003,0.912225,1.25846,0.833157,0.923551,0.325212,-0.327882,0.11149,0.879514,0.128868,0.11771,0.433486,0.716641,-0.00153917,1.1358,0.78237,0.303503,0.513662,0.00197139,0.512928,0.56689,0.295724,-0.214936,0.878643,0.680813,0.0480243,0.87395,1.14336,1.03739,0.735064,0.632977,0.686214,0.813316,0.581547,-0.311492,0.666683
1944,1.09707,0.474507,0.974984,-0.379921,0.025835,0.227983,0.269901,0.823535,-0.0166517,1.02871,0.0675883,0.633101,-0.15231,0.909165,0.980059,0.789008,0.904749,-0.0587922,0.938793,0.73868,0.0374943,0.430001,0.829555,0.692819,0.856505,-0.533684,-0.218017,0.480777,0.784569,-0.14974,-0.00318484,0.576139,0.133924,1.52838,1.25419,1.64274,-0.339762,0.544589,1.2384,0.882798,0.593859,0.819076,1.14221,1.89504,1.40977,-0.342415,0.3426,0.936422,1.02688,0.0957971,1.21199,1.05151,1.06377,0.82198,1.68768,0.134894,1.05826,0.374799,0.477081,1.72834,0.859903,1.58913,0.61718,0.743751,1.88236,1.33203,-0.415083,-0.731675,1.31372,0.402616,0.848886,-0.0818237,0.156501,0.634041,0.859219,0.273673,0.538665,1.36882,0.588409,0.296803,-0.0796202,-0.0825679,0.859673,1.0367,0.801683,1.13838,-0.0978622,-1.21188,0.0191528,1.25528,0.49965,0.235097,0.313658,1.12042,-0.268934,0.794327,1.32203,0.633897,-0.231422,1.58437,1.06956,1.54355,1.31199,0.923172,2.57548,1.94108,1.25297,1.79864,1.8615,1.46429,1.44714,1.99267,2.2063,2.16716,1.25515,1.40643,0.874014,0.354596,1.90483,2.04729,0.745128,1.69478,2.53241,1.824,1.44924,1.01855,0.203254,1.16317,1.53389,0.428556,0.855018,2.32322,2.13192,0.942572,2.31337,1.5824,1.95303,1.90121,1.18505,1.54961,0.706103,1.88488,2.37841,2.29745,1.26368,1.72162,0.605942,2.50197,2.75027,1.51417,2.62965,1.34579,2.21339,2.20127,2.18107,1.5142,0.686895,0.679591,2.22825,2.44159,1.69611,2.29255,1.7656,1.73203,2.26669,0.878089,0.692461,0.663693,1.17504,-0.0631932,0.523096,0.862475,-0.281588,0.54778,1.11743,0.688497,0.706275,0.948157,0.09815,0.967831,1.22037,0.0419569,1.28055,0.780593,0.141618,0.568513,0.515748,0.92833,0.741109,0.835268,0.879898,-0.530485,1.25885,0.259714,0.314746,0.61427,-0.0545002,0.804127
1943,0.850088,0.374585,0.21456,0.357588,0.634524,0.283767,0.660977,-0.302805,0.929923,0.271413,0.144501,0.690111,0.75571,0.185354,0.0230005,-0.3322,-0.391803,0.100787,0.156976,0.666799,0.468397,0.504543,-0.235818,-0.0582631,0.574707,0.685678,0.872232,1.01393,0.24233,-0.27644,0.561418,0.93703,-0.0567354,1.73711,0.733044,1.51209,0.835079,1.17569,0.998002,1.61502,0.542284,1.09156,0.418768,0.905108,2.10601,0.672269,1.08742,0.762068,2.19685,0.649256,1.0762,1.13416,1.7111,0.720281,1.67851,0.271571,1.45593,0.790967,0.574914,1.91575,1.20852,1.342,1.10664,0.273592,1.59114,1.87592,1.07917,0.691513,0.968304,0.865111,1.51136,1.3982,2.04465,1.18561,0.926658,2.59103,0.521396,1.43689,2.8618,1.63325,0.875935,0.954767,0.0800018,0.382207,1.83155,2.87548,1.31225,1.23831,1.6337,1.82174,1.40985,1.34202,1.34982,1.08084,0.271855,1.36316,1.22212,1.1332,0.311971,1.60171,1.08691,1.56089,1.32933,0.940515,2.59283,1.95842,1.27031,1.81598,1.87884,1.48164,1.46449,2.01002,2.22364,2.1845,1.27249,1.42377,0.891357,0.371938,1.92217,2.06463,0.762471,1.71212,2.54976,1.84134,1.46658,1.03589,0.220597,1.18051,1.55124,0.445899,0.87236,2.34056,0.790989,-0.304698,1.25283,0.798729,3.26076,1.86455,1.47965,2.4654,1.2044,1.0245,-0.200381,1.36903,2.35122,0.8983,2.38495,0.207269,0.856723,2.17595,2.52727,1.77169,1.261,0.808411,1.42649,1.4092,1.3034,3.47678,2.52106,1.36197,1.69574,1.9968,1.72936,2.44069,1.84827,0.595466,0.39772,1.05857,1.56258,0.0353374,0.837581,1.05561,0.980686,1.01407,0.747183,0.856506,0.613965,0.93331,0.489741,0.301522,0.212021,0.47184,1.84944,0.660243,0.090838,1.49276,0.285589,0.877135,0.659973,0.984915,0.757681,0.855026,1.70986,0.860949,2.01962,0.252424,-0.307681,2.27738
1942,0.37746,0.278256,0.438693,0.288797,-0.410047,0.731436,0.747354,0.441016,0.590407,1.08356,0.996045,0.310142,0.366781,0.595367,0.573376,0.866093,0.624787,-0.195419,0.33521,-0.0314775,0.749834,-0.156957,0.838547,0.0538324,-0.0573726,0.404806,0.0368554,-0.420393,0.0697771,0.637638,0.520575,0.80423,0.526079,2.26602,1.65587,1.43895,0.971221,2.81822,1.19483,0.734249,0.220582,0.0629018,-0.28229,1.76462,2.14591,0.358279,1.17229,1.26098,1.46745,1.03989,1.98514,1.18881,1.37238,0.879773,1.10158,0.747057,0.800788,1.34201,0.829844,1.5547,1.09919,1.1928,1.10952,1.24729,1.5858,1.51456,2.07144,1.22735,0.362965,0.969805,0.580877,0.880752,1.51223,0.765337,1.25526,1.42883,1.16882,1.63077,1.07146,1.16374,0.406575,0.82533,0.935782,1.51942,1.71369,1.28062,1.34599,0.542522,0.938699,1.1078,0.552205,1.39508,0.889523,-0.0723768,0.0282743,0.946091,0.356933,-0.0299916,1.22786,1.34931,0.834507,1.30849,1.07693,0.688114,2.34043,1.70602,1.01791,1.56358,1.62644,1.22924,1.21209,1.75762,1.97124,1.9321,1.02009,1.17137,0.638956,0.119538,1.66977,1.81223,0.51007,1.45972,2.29736,1.58894,1.21418,0.783489,-0.0318039,0.928112,1.29884,0.193498,0.61996,2.08816,2.2879,0.673034,2.13238,0.213476,2.19095,0.913378,-0.977619,0.526398,0.0330014,1.8414,1.41196,-0.0969513,1.08026,1.1884,0.753172,2.51019,0.722677,0.473748,1.83743,1.58705,0.217661,0.146759,0.977016,0.78207,1.24812,-0.598088,1.15732,0.479944,0.0355668,0.187898,1.47679,0.787289,0.654841,1.62421,0.193032,0.848129,1.26682,0.529232,-0.0665809,1.57191,0.904297,0.241592,1.03292,0.276208,1.39392,0.77332,0.296848,0.457458,0.266394,-0.190947,1.68644,0.665427,1.05555,0.600409,1.0211,0.526869,0.521044,0.541187,1.02941,0.88194,1.18955,0.962527,1.3605,0.0147385,0.239247,1.2014
1941,-0.414018,0.467611,0.973154,0.816957,-0.791741,-0.729576,1.52682,0.818862,-0.766984,-0.186589,-0.302645,-0.253026,-0.296059,0.246235,-0.811543,-0.39548,-0.03304,-0.817427,0.489601,0.25524,0.53497,-0.538353,0.0284291,-0.403738,0.872038,0.728803,0.823187,0.943705,-0.500491,0.146462,-0.151382,0.563399,0.736178,1.78758,1.08027,0.997635,0.227712,1.79026,0.292376,1.89729,0.0451631,-0.353046,-0.15072,1.37304,1.28315,0.393892,1.37294,0.464863,0.758136,0.782181,0.59665,0.902554,0.758498,0.48893,0.890564,0.84409,0.586544,0.882657,1.19068,0.890343,0.443994,0.976325,1.024,0.891836,0.719357,0.547686,0.0151935,0.425184,0.739878,0.456602,0.538865,-0.0473417,0.769498,0.550811,0.944561,0.126568,-0.0158848,0.804596,0.257574,-0.211946,-0.366731,0.606651,0.922906,0.278912,1.6193,0.00456774,0.482897,1.2509,1.21669,-0.118553,0.810167,0.636978,0.57092,0.23131,0.115933,0.857168,-0.0410298,1.13971,-0.089142,1.3327,0.817893,1.29188,1.06032,0.6715,2.32381,1.68941,1.00129,1.54697,1.60983,1.21262,1.19547,1.741,1.95462,1.91549,1.00348,1.15476,0.622343,0.102924,1.65316,1.79562,0.493456,1.4431,2.28074,1.57233,1.19757,0.766876,-0.0484174,0.911499,1.28222,0.176885,0.603346,2.07155,1.16513,2.58382,1.80615,0.898953,2.07366,0.988772,1.23337,-0.193815,1.87309,0.58747,1.55555,1.13305,0.276434,1.366,1.77597,1.62544,1.4128,2.06862,1.24542,1.14518,0.824347,1.56181,2.33953,1.22308,1.25766,0.668896,1.21012,1.08356,2.26264,0.855764,1.79701,1.16036,0.972287,0.241141,-0.156563,1.33267,-0.113037,0.632788,0.132988,0.511392,0.968617,0.356244,-0.315325,-0.631753,0.43442,0.753727,0.837773,0.0409959,0.420975,-0.43051,1.43681,0.454542,0.320681,1.1574,0.636451,0.534137,1.08113,1.14484,1.06288,0.170751,0.91383,0.595242,1.25886,0.0705663,0.36994,0.583628
1940,0.302812,0.148808,-0.540312,0.818789,0.561081,-0.49105,0.069577,0.112708,-0.159236,0.732061,-0.939025,-0.00763622,0.411473,0.12366,-0.37619,0.0569655,-0.282857,-0.222018,0.837382,-0.853513,-0.91898,0.388722,0.79027,0.299082,1.01895,0.277618,0.627087,-0.0861175,0.375529,0.184411,-0.69185,-0.168335,-0.0882073,2.01808,2.13932,0.63655,0.79743,2.1569,0.589454,1.29608,0.0405091,0.958233,0.650209,1.72079,1.40076,1.35619,1.45918,1.13546,1.12564,1.1122,1.57288,0.553555,1.0592,0.0684878,1.27653,0.27774,1.18656,0.658046,1.51556,1.40091,1.28153,0.977694,1.12366,0.998008,0.275884,1.57701,0.543427,0.640065,1.14097,-0.0898947,-0.373938,-0.523794,0.662357,0.630438,0.949369,1.23735,0.502946,0.529273,1.45736,-0.804644,0.198313,0.509109,0.963551,-0.0336032,0.602561,0.933746,0.445305,0.241882,0.0831535,0.048564,0.944884,0.728599,1.06494,0.164648,0.36958,0.087102,1.22735,0.984803,0.889964,1.17843,0.663627,1.13761,0.90605,0.517234,2.16955,1.53514,0.847028,1.3927,1.45556,1.05836,1.04121,1.58674,1.80036,1.76122,0.849209,1.00049,0.468077,-0.0513417,1.49889,1.64135,0.33919,1.28884,2.12648,1.41806,1.0433,0.61261,-0.202683,0.757233,1.12796,0.0226188,0.44908,1.91728,1.44688,0.34502,1.64196,2.51081,0.513182,2.91798,2.24045,0.527389,0.818579,-0.34789,0.866571,1.34417,2.10662,1.73506,1.53086,1.60239,2.46479,0.947122,2.02279,1.39866,2.19668,1.4842,2.57596,2.5544,0.478789,1.26674,0.494854,2.01671,1.44481,1.33067,0.830875,0.822122,1.96476,0.647698,-0.117759,0.836979,1.10158,0.211057,0.242043,1.39496,1.21102,0.460018,0.547993,0.632044,1.03767,0.903016,1.31649,0.943609,0.360518,0.143365,0.591413,1.04171,-0.423682,-0.561841,1.07595,0.283834,0.772207,0.869739,0.317374,0.907645,1.01322,0.974938,0.612965,0.121971,1.3161,0.676992
