age_bp,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127,e128,e129,e130,e131,e132,e133,e134,e135,e136,e137,e138,e139,e140,e141,e142,e143,e144,e145,e146,e147,e148,e149,e150,e151,e152,e153,e154,e155,e156,e157,e158,e159,e160,e161,e162,e163,e164,e165,e166,e167,e168,e169,e170,e171,e172,e173,e174,e175,e176,e177,e178,e179,e180,e181,e182,e183,e184,e185,e186,e187,e188,e189,e190,e191,e192,e193,e194,e195,e196,e197
1949,-0.141049,-0.0604933,-0.0812825,0.0904745,-0.374305,-0.0826067,-0.350638,-0.216136,-0.149966,-0.45264,-0.479763,-0.332532,-0.0968201,-0.19761,-0.324695,-0.354358,0.073042,-0.459109,-0.229987,-0.338631,0.00334653,-0.0634715,0.134032,-0.409336,-0.0629693,-0.069697,-0.127748,-0.0441829,0.0159884,-0.1646,-0.335133,-0.0336617,-0.127687,0.193122,-0.411848,0.235718,-0.425188,0.900531,-0.113999,0.177902,0.160269,0.0181519,0.296148,0.195131,-0.0464636,-0.0944452,0.507051,-0.211931,0.110993,0.231591,0.127808,0.0343538,0.382883,-0.0513948,0.305087,0.0656516,-0.0589122,0.131905,-0.0617075,0.147501,0.136557,0.0689426,-0.135559,-0.100524,0.348943,0.373065,0.240745,0.195323,0.576104,0.20376,0.11434,0.595179,0.437388,-0.341706,-0.0331695,-0.143719,-0.326958,0.67593,-0.248651,0.231187,-0.0694392,0.0748728,0.332257,-0.0653404,0.617714,-0.296559,-0.238282,0.133505,-0.0717409,0.122395,0.128822,-0.338228,-0.0358685,-0.0705394,0.361599,-0.350626,0.113285,-0.00260755,-0.178531,0.413819,0.415039,0.57015,0.286577,0.100226,0.886327,0.462224,0.071079,0.375061,0.319827,0.385826,0.231033,0.4344,0.562937,0.491838,0.478958,0.380026,0.086045,-0.00531682,0.214298,0.649998,-0.184205,0.161226,0.649189,0.41264,0.220756,0.243772,0.354178,0.271004,0.186812,0.177161,0.233607,0.688694,0.0342762,0.0334236,0.00346589,0.0331431,0.242854,0.0972505,0.0418706,0.0772613,0.0379062,0.203657,-0.184989,0.00245953,0.242164,0.110433,-0.0695108,0.0288646,0.22208,0.00718084,0.196869,0.0808394,0.102657,0.166633,0.100494,0.00584463,0.166541,0.117226,0.124847,0.141873,-0.120372,0.0889363,0.0760891,0.0931025,0.020414,0.104627,-0.150392,0.188574,-0.123971,0.0858591,0.0602887,0.565677,0.345563,0.041632,0.466325,0.219615,-0.0838312,0.384596,0.104755,0.230507,-0.166094,0.113333,-0.00641269,0.168072,-0.0141678,-0.0394017,0.380293,0.0421003,0.0795634,-0.132007,0.0559543,0.240694,0.342351,0.269804,-0.0415672,0.062359,-0.0198002,0.159012
1948,-0.167233,-0.0412003,-0.0336738,0.246046,-0.289919,-0.165753,-0.338168,-0.351875,-0.583163,0.152588,-0.178793,-0.404649,-0.249223,0.0239816,-0.242966,0.0244302,-0.371802,-0.0348275,0.130392,-0.191726,0.0811744,-0.102206,-0.0080027,-0.162162,-0.211613,-0.269066,-0.533881,0.031646,-0.110223,0.26303,0.0803966,-0.15853,-0.0872329,0.383335,0.119598,0.0727443,-0.347793,0.303384,0.1844,0.312309,0.341698,-0.110583,0.140458,0.497199,0.455651,0.0322179,0.276651,0.118137,0.275417,0.0574644,-0.126497,0.147566,0.468803,0.207664,0.408005,0.298877,-0.118073,-0.295485,0.235273,0.356542,-0.0831505,-0.181961,0.0400864,0.0667395,0.368005,-0.0261537,0.0440693,0.321508,0.334581,0.271835,-0.14402,-0.0909884,-0.0406232,0.31493,0.387598,0.0404072,-0.109977,0.361699,-0.43723,0.239404,0.113499,-0.0419645,0.166285,0.42792,0.524408,-0.0257445,-0.181324,-0.0368982,-0.302343,-0.138952,0.0178825,-0.00464217,-0.121141,0.374314,-0.23421,-0.0126387,0.567028,0.0731846,0.181595,0.430193,0.431412,0.586524,0.30295,0.116599,0.9027,0.478597,0.0874522,0.391434,0.3362,0.402199,0.247406,0.450773,0.579311,0.508211,0.495331,0.396399,0.102418,0.0110564,0.230671,0.666371,-0.167832,0.177599,0.665562,0.429013,0.237129,0.260145,0.370551,0.287377,0.203185,0.193534,0.24998,0.705068,0.0542364,0.0935391,0.0328495,0.161925,0.0864115,0.0889414,0.28869,0.116731,0.159749,-0.016731,0.0647071,0.0591665,0.0747508,0.101695,0.220904,0.247118,0.202714,0.0563409,0.207627,0.152734,0.118825,0.173863,0.0574217,0.282808,0.0702805,0.22528,0.0484908,0.158181,0.0395851,0.133107,0.198478,0.0356782,0.22774,0.396669,-0.229968,0.536267,0.00708344,-0.106234,0.158382,0.54327,-0.033067,0.0102799,0.0216846,0.14635,0.603327,-0.0452498,-0.0862685,0.13475,-0.18513,-0.386243,-0.0176111,0.418932,0.0336683,0.291367,0.156809,-0.298659,-0.0315072,0.406734,0.256438,0.164776,0.246431,-0.034749,0.160763,0.250715,-0.335971,-0.187088
1947,-0.413069,0.259998,0.529469,0.0360824,0.414744,0.0988284,-0.0220567,-0.092515,0.349096,-0.444991,0.351394,0.0681368,0.227167,0.349242,-0.27372,0.317989,-0.359564,0.00214996,-0.256957,0.181767,0.170898,0.163659,0.18551,0.112006,-0.293134,0.0932412,-0.0585425,0.219973,-0.11718,-0.301437,0.00466127,0.0207683,0.274812,0.223514,0.542926,0.251535,-0.203735,0.0559223,0.128315,0.438981,0.147735,-0.0246155,-0.371804,-0.05395,0.602331,0.194326,0.155999,-0.0821723,0.0691816,-0.39458,0.0944491,0.288352,0.397229,-0.0625961,0.324432,0.326332,0.00589188,0.253265,0.129801,0.0291152,0.0271229,0.662712,0.225767,0.0380248,-0.14824,0.302344,0.524721,0.0978949,0.193555,0.438725,-0.450142,-0.148654,0.209205,0.354716,-0.0556411,0.0482144,-0.282675,-0.0649617,-0.228822,0.0410866,0.156094,0.260322,-0.0177987,0.185742,-0.295466,-0.125785,-0.0317205,-0.383533,-0.17443,-0.187335,0.358814,-0.436132,-0.399128,0.297933,-0.500038,-0.131279,0.0220501,-0.124827,-0.0709175,0.473049,0.474268,0.62938,0.345807,0.159455,0.945556,0.521454,0.130308,0.434291,0.379056,0.445055,0.290263,0.493629,0.622167,0.551067,0.538187,0.439256,0.145274,0.0539126,0.273527,0.709227,-0.124976,0.220455,0.708418,0.471869,0.279985,0.303001,0.413407,0.330233,0.246041,0.23639,0.292836,0.747924,0.351426,0.0064791,0.223189,0.0813984,0.091242,0.0497692,0.0375589,0.0205831,0.075696,0.117342,0.24808,0.0678856,0.154259,0.103341,-0.0631821,0.112171,-0.00168458,0.165604,0.147412,0.116919,0.120565,0.0879054,0.0976657,0.107889,0.09221,0.370468,0.205636,0.19567,0.204473,0.0295803,0.200106,-0.0048933,0.199527,0.254168,0.161351,-0.0763053,-0.318286,-0.304827,-0.105936,0.124192,-0.0968865,-0.128232,0.443273,-0.209407,0.332259,0.178773,-0.211579,-0.125508,-0.0522363,0.0675499,0.28833,-0.123577,-0.129217,-0.117534,-0.168582,0.171471,0.198787,0.11136,0.254266,0.0823185,-0.303722,0.182263,0.349128,0.090831,-0.172913,-0.27425
1946,-0.358425,-0.325818,0.0809912,-0.413933,-0.465919,0.263655,-0.299364,-0.491607,0.0467588,0.300217,-0.216335,0.209538,-0.457312,0.118073,0.155324,-0.0286193,-0.514247,0.0164408,0.186101,-0.240577,-0.0638614,0.259039,-0.504606,0.25327,-0.0834786,-0.402228,0.251879,-0.360126,0.123391,0.224256,0.0544426,-0.158558,0.065382,0.210137,0.479591,0.482974,-0.442923,0.294949,0.361057,-0.0281302,0.133024,0.119947,-0.207595,0.059444,0.559803,0.19826,0.106138,0.0746221,0.0404238,-0.248097,0.0145702,-0.457465,0.0720789,0.058318,-0.0201789,0.390586,0.3232,-0.0546237,0.137341,0.2101,0.0385467,0.713241,0.222892,0.197249,0.0373695,0.348352,0.0122441,0.139471,0.541868,0.758869,0.199944,0.0294845,0.393119,0.595469,0.263555,-0.112256,-0.162345,-0.222973,-0.223233,0.311737,0.661799,0.11094,0.241805,0.119073,-0.15736,-0.0701145,-0.20496,-0.143079,-0.0642103,0.118063,0.176965,-0.446017,0.572684,0.0183193,-0.160318,0.220426,0.029609,-0.108535,-0.0780868,0.485214,0.486433,0.641545,0.357972,0.171621,0.957721,0.533619,0.142474,0.446456,0.391221,0.45722,0.302428,0.505795,0.634332,0.563232,0.550352,0.451421,0.15744,0.0660777,0.285692,0.721392,-0.112811,0.23262,0.720583,0.484034,0.292151,0.315166,0.425572,0.342398,0.258206,0.248555,0.305001,0.760089,0.119863,0.143863,0.06809,0.173598,0.0635021,0.112638,0.142271,0.17267,-0.127741,0.0807132,0.208455,0.34186,0.127821,-0.00771013,0.144881,0.149115,0.00117049,0.219933,0.200948,-0.00672338,0.130917,0.211604,-0.0622056,0.189998,0.110628,0.103132,0.136624,0.0244875,0.192398,0.160035,-0.103446,-0.123812,-0.0741086,0.178865,-0.0879513,-0.0039304,0.180211,0.0830603,0.333586,0.260731,-0.168185,0.0317715,0.220469,0.187987,0.0705516,0.232088,0.0137416,0.0879999,-0.0818771,-0.191427,0.350534,-0.0120274,0.0346232,0.159017,0.348914,0.529466,0.0631646,-0.0971777,-0.0800088,-0.0662828,-0.161352,-0.228345,0.253237,0.0709727,0.234653,0.198931
1945,-0.160203,0.0853209,-0.239276,0.370373,-0.266061,-0.0591262,0.346317,0.211456,0.0356937,0.0501144,-0.0892782,-0.438657,0.203728,-0.0742169,-0.0610089,-0.0669783,-0.03032,0.149975,-0.0597695,-0.00708798,0.107358,0.0866919,0.229675,-0.150106,-0.610438,0.3025,-0.0892784,-0.189939,0.0881707,0.160884,-0.260955,0.152063,0.00345218,0.0290886,0.364815,0.664081,-0.261649,0.676553,-0.0780359,-0.104595,0.377564,0.275111,-0.0148711,-0.0144672,0.487787,-0.121582,0.0290358,-0.0410216,-0.262382,0.315622,0.102585,-0.0516348,0.114505,0.174071,-0.00518087,0.288852,0.0830824,0.283447,0.038553,-0.216552,0.172864,0.609425,0.0442261,0.309879,0.629099,0.899089,-0.1814,-0.236071,0.257907,0.0557209,0.228235,-0.0590969,0.306389,-0.0550024,0.50286,-0.185994,-0.273814,0.370163,0.430582,0.00184815,0.290985,0.0670096,0.00467697,0.170111,0.059529,-0.274424,0.272524,-0.338335,0.214481,-0.290136,0.0954808,0.0721784,0.537828,-0.280774,-0.438041,0.126992,0.47096,-0.0633232,0.20745,0.522877,0.524097,0.679209,0.395635,0.209284,0.995385,0.571282,0.180137,0.484119,0.428885,0.494884,0.340091,0.543458,0.671995,0.600896,0.588016,0.489084,0.195103,0.103741,0.323356,0.759056,-0.0751473,0.270284,0.758247,0.521698,0.329814,0.35283,0.463236,0.380062,0.29587,0.286219,0.342665,0.797752,-0.0111985,-0.00730669,0.14599,0.258407,0.299346,0.184369,-0.0204045,0.270267,0.16066,0.212209,0.22535,0.216527,0.0680384,0.177309,0.312546,0.110785,0.233477,0.152846,0.0627702,0.210193,0.0529167,0.322163,0.0827931,0.007741,0.024779,0.123948,0.238815,0.271587,0.151028,0.123588,0.123529,0.00929652,0.229002,0.370388,-0.0152795,-0.0574497,0.431019,0.248371,0.220115,-0.205849,0.0211387,0.152327,0.413265,0.123789,0.339331,-0.0108531,0.0339805,0.581895,-0.343238,-0.0383008,0.206699,-0.22333,-0.103633,0.0144213,-0.156739,0.134503,0.0754317,0.199809,-0.125444,-0.214877,-0.0244202,0.308799,0.3599,0.0105846,0.464259,0.445352
1944,0.268951,0.21938,0.201558,-0.268231,-0.0666656,-0.297244,-0.00183713,0.0743539,-0.10866,0.235614,-0.247628,0.0951774,-0.136852,0.116629,0.152408,0.209743,0.221944,-0.0374478,0.179327,0.0716051,-0.302409,0.207311,0.217056,0.0597652,0.289043,-0.263412,-0.0625181,-0.0884148,0.0358844,-0.157975,-0.187622,0.200471,-0.226886,0.244749,0.25509,0.649052,0.131258,0.400218,0.0373008,-0.214778,0.20227,0.466213,0.0978962,0.611828,0.053442,0.00693829,-0.0690732,0.0572613,0.724078,0.127073,0.299439,0.435853,0.229935,0.303529,0.625782,0.207137,0.235404,0.28223,0.413659,0.514625,0.289036,0.337326,0.280065,0.245193,0.158275,0.402789,0.0944105,-0.744181,0.294751,0.100998,0.292518,0.36152,0.250325,0.0298882,-0.0448958,-0.258275,-0.159616,0.272163,0.0161734,0.0408708,-0.245863,-0.211187,0.0339985,0.238976,0.175324,0.0815197,-0.547416,-0.224075,0.291351,0.0469194,0.176229,-0.064545,0.551075,-0.00216987,-0.196561,-0.103037,0.236968,0.139325,-0.30185,0.480196,0.481415,0.636527,0.352954,0.166602,0.952703,0.5286,0.137455,0.441437,0.386203,0.452202,0.297409,0.500776,0.629314,0.558214,0.545334,0.446402,0.152421,0.0610595,0.280674,0.716374,-0.117829,0.227602,0.715565,0.479016,0.287132,0.310148,0.420554,0.33738,0.253188,0.243537,0.299983,0.755071,0.100825,-0.107656,0.307293,0.218248,0.100335,0.223058,0.0376408,-0.0339687,0.185243,0.0204391,0.0511323,0.338092,0.173003,0.0313653,0.0658668,0.187256,0.141571,0.0175767,0.106645,-0.00650916,0.220795,0.235842,-0.0889602,0.138673,-0.066839,0.00360534,0.197169,0.354016,0.162239,0.231409,0.197753,0.244117,0.107858,0.0313016,-0.209585,0.178985,0.282061,-0.225066,0.092941,0.0884498,0.0070793,0.063777,0.137895,0.140543,0.557256,0.569161,0.119335,0.415944,-0.227945,-0.0313307,0.691464,0.0437991,0.235172,-0.0138243,0.303618,-0.222366,0.0062038,0.262301,0.454237,-0.190232,0.189384,-0.000884258,0.0418359,0.0988398,-0.00971361,0.634937
1943,0.44018,0.194271,0.0969287,0.0726853,0.144964,0.00926366,0.0889508,-0.166125,0.0600079,-0.305711,-0.150711,0.182832,0.00888772,-0.0337177,-0.169909,-0.324379,-0.375055,0.041396,0.0146772,0.150997,0.0333354,0.0764983,-0.230347,-0.335241,0.125818,0.0700008,0.0541845,0.510462,0.0130973,-0.11844,0.187322,0.173172,-0.214155,0.473464,0.185328,0.460434,-0.190153,0.323798,0.430711,0.0937884,0.171286,0.565551,0.17519,0.52544,0.0957822,0.0827355,-0.194523,0.464396,0.497149,0.158758,0.509636,0.316981,-0.0518003,0.192148,0.520128,0.423436,0.307931,0.327162,0.30545,0.589132,-0.084834,0.141005,-0.250981,0.208078,-0.0282683,0.612185,0.0598942,0.131197,-0.00929426,0.43538,0.254113,0.575757,0.604704,0.324817,0.222258,0.57142,0.0996397,0.0205791,0.471486,0.450574,0.234793,0.265906,0.125714,0.0679928,0.544017,0.486078,0.192921,0.395056,0.662187,0.0537342,0.536903,0.133448,0.414356,-0.077232,0.111833,0.480245,0.0924536,0.447163,0.146662,0.458134,0.459353,0.614465,0.330892,0.144541,0.930641,0.506539,0.115394,0.419376,0.364141,0.43014,0.275348,0.478715,0.607252,0.536152,0.523272,0.424341,0.13036,0.0389977,0.258612,0.694313,-0.139891,0.205541,0.693504,0.456954,0.265071,0.288086,0.398492,0.315318,0.231126,0.221475,0.277921,0.733009,-0.141986,0.0441286,0.241134,0.179727,0.150446,0.10853,0.212323,0.169931,0.0744743,0.214277,0.0514476,0.171837,0.179591,0.0517788,0.162127,0.0480807,0.0183628,0.271232,0.157892,0.241269,0.210242,0.101963,0.0751889,0.191986,0.246691,0.332721,0.145656,0.162535,0.115635,0.131643,0.158224,-0.0634689,0.17708,0.0198521,0.0904241,0.0642158,0.58466,-0.109213,0.392789,0.208764,0.220457,0.358231,-0.148141,0.0173305,0.389318,0.110844,0.393737,0.254592,0.0683002,0.217099,0.244091,0.125818,0.236616,-0.091665,0.374685,-0.0332601,-0.0818282,0.219037,0.161238,-0.238455,0.0674975,0.33451,0.151253,0.188191,0.00565854,0.129103
1942,0.01942,0.0155306,0.0746964,-0.144118,-0.343597,0.247632,-0.0628985,0.089676,0.0751895,0.264463,0.260612,0.0221796,0.0299802,0.221906,0.00919876,0.111622,0.0618864,-0.474629,-0.0791577,-0.198844,0.0920141,-0.0612881,0.167003,-0.232841,-0.249442,0.0763664,-0.00157062,-0.274718,-0.0297575,-0.0462581,0.145586,0.210606,0.133563,0.470073,0.303368,0.603287,0.0557463,0.499334,0.346696,0.347498,0.129394,0.0555079,-0.0466068,0.324304,0.36675,0.230515,-0.0201286,0.623773,0.409964,-0.160299,0.213407,0.49154,0.530879,0.348838,0.735059,0.323221,0.380704,0.0301249,0.497095,0.375335,0.170741,-0.0293627,0.285224,0.414164,0.235866,0.536769,0.0305268,0.136234,-0.0869137,0.413932,0.170155,0.347223,0.365052,0.119774,0.339263,-0.0014202,0.0868545,0.198715,0.122016,0.701085,-0.031598,0.837983,0.534127,0.295214,0.402464,0.494715,0.220006,-0.0931319,0.529729,0.123176,0.777979,0.231946,0.223728,-0.364917,-0.21839,0.415649,0.256928,-0.0672319,0.454235,0.456523,0.457742,0.612854,0.329281,0.142929,0.92903,0.504928,0.113782,0.417765,0.36253,0.428529,0.273737,0.477103,0.605641,0.534541,0.521661,0.42273,0.128748,0.0373866,0.257001,0.692701,-0.141502,0.203929,0.691892,0.455343,0.263459,0.286475,0.396881,0.313707,0.229515,0.219864,0.27631,0.731398,0.345368,0.176827,0.30783,0.279748,0.196177,0.133579,-0.0534893,0.227988,0.150982,0.149167,0.141952,0.155674,0.0899166,0.147599,0.0399705,0.198737,-0.0226848,0.0908122,0.159276,0.177418,0.0595475,0.161927,0.134171,-0.0291757,0.0367238,0.0923947,-0.0167344,0.0226711,0.00246669,0.0468889,0.142695,0.200861,0.261647,-0.0378236,-0.0549961,0.28946,0.708045,-0.0422921,0.316202,0.516894,0.140317,0.2879,-0.105787,0.232647,0.47508,-0.132441,0.322139,0.0950293,0.0691792,-0.0875575,0.178156,0.213868,0.139726,-0.0373698,0.37373,0.431307,0.20292,0.250115,0.537443,0.0354724,0.22142,0.433881,0.224949,0.26461,-0.035247,0.349664
1941,-0.200625,-0.151285,0.378928,0.099325,-0.121615,-0.147746,0.635741,0.049475,-0.143356,-0.191791,-0.289643,-0.291302,-0.0605932,-0.0909576,-0.220257,-0.344898,-0.271275,-0.422813,0.0637135,0.223018,0.121135,-0.416104,0.00218419,-0.223415,0.271554,0.105852,0.135753,0.176787,-0.223863,-0.0167921,-0.055379,0.0222619,0.392411,0.425467,0.493678,-0.0869815,-0.0594828,0.193029,0.351934,-0.0413777,0.327638,0.274984,0.255833,0.0212782,0.185705,0.524966,0.384482,0.262332,-0.0211089,-0.473591,-0.185109,0.0388218,0.349559,-0.0624957,0.444969,0.0537731,0.0928091,-0.225054,0.0960421,0.460013,0.0421087,0.484867,-0.261558,-0.0709099,0.0617957,0.143464,-0.134222,0.375798,-0.0831444,-0.255215,-0.127286,0.146187,0.0501174,-0.0587396,0.155597,-0.116634,-0.328617,0.122878,0.311493,0.302398,0.214196,-0.0300922,0.221635,0.0241169,0.213598,0.0918929,-0.110404,0.169975,0.0632534,0.189925,-0.238323,-0.216979,0.290614,-0.222602,0.137519,-0.090138,0.41748,0.281233,-0.0332583,0.489479,0.490698,0.64581,0.362237,0.175886,0.961986,0.537884,0.146739,0.450721,0.395486,0.461486,0.306693,0.51006,0.638597,0.567497,0.554617,0.455686,0.161705,0.0703429,0.289957,0.725658,-0.108546,0.236886,0.724849,0.488299,0.296416,0.319431,0.429837,0.346664,0.262471,0.25282,0.309266,0.764354,-0.0186369,0.283083,0.056904,0.311653,0.177488,-0.0651323,0.134021,0.0501621,0.212635,0.174538,0.260517,0.0936501,0.0516571,0.0240881,0.0930261,0.121349,0.125471,0.162179,0.0957866,0.162702,0.00975168,0.116723,0.259285,0.12819,0.191547,0.174774,0.0764825,0.0725095,0.309188,0.10153,0.0901926,0.00440832,-0.0439509,-0.130316,-0.242189,0.0384561,0.137023,-0.20752,-0.39002,-0.0785643,0.220363,0.0081215,-0.0907482,0.135599,0.387918,0.0928093,-0.3624,0.317815,0.345198,-0.0105495,-0.0989389,0.166865,-0.00422569,-0.137863,-0.0285438,-0.166291,-0.097475,0.305053,0.291718,-0.0120869,0.303824,-0.0255456,0.0745772,-0.403484,0.00970335,0.000795992
1940,-0.0846072,-0.076071,-0.138765,0.109031,0.165455,-0.337113,-0.22178,0.167275,0.0522324,0.297427,-0.402571,-0.0951323,-0.0112465,0.120071,-0.0325781,-0.00139635,-0.0721929,-0.187359,0.152386,-0.508545,-0.238007,0.139575,0.199994,-0.058597,0.0950973,0.258862,0.206601,0.0135498,0.142636,0.0977764,-0.181309,-0.0829551,-0.10807,0.352636,0.512379,0.152092,-0.130318,0.63091,-0.125989,-0.0500743,0.239388,0.225281,0.0332717,0.163098,-0.00998164,0.443452,0.37109,0.10582,0.271121,0.0563024,0.39571,-0.00806549,0.223617,0.406163,0.161611,0.282312,-0.226303,-0.075513,0.0538054,0.455823,0.520597,0.373817,-0.144111,-0.0210439,-0.00958581,0.477397,-0.206831,0.133489,-0.0365435,0.284235,0.0838966,0.121453,-0.24341,0.21869,-0.0595645,0.397144,0.219818,0.28169,0.463568,-0.0791988,0.00689451,0.272452,-0.125055,-0.0619039,0.188196,0.289088,-0.226395,-0.464731,-0.299782,0.184041,-0.116976,-0.112655,-0.00525669,-0.268431,-0.0178351,-0.288467,0.436449,0.0992483,0.206131,0.495599,0.496818,0.65193,0.368357,0.182005,0.968106,0.544004,0.152858,0.456841,0.401606,0.467605,0.312812,0.516179,0.644717,0.573617,0.560737,0.461806,0.167824,0.0764626,0.296077,0.731777,-0.102426,0.243005,0.730968,0.494419,0.302535,0.325551,0.435957,0.352783,0.268591,0.25894,0.315386,0.770474,-0.0172163,0.124652,0.113257,0.168147,0.210901,0.421263,0.339989,0.101583,0.0915511,0.209224,-0.0451324,0.442316,0.0542022,0.263342,0.306926,0.12926,0.202871,0.0674602,0.0606398,0.205772,0.127144,0.0373816,-0.120148,0.0704673,-0.0167371,0.0357685,0.147423,0.300806,0.112258,-0.0176528,0.189644,0.179494,0.277353,-0.00557765,-0.0570911,0.244147,0.195849,-0.0831346,-0.237372,0.267149,-0.0146855,0.201571,0.132118,0.137189,0.248182,0.286349,-0.166559,0.355033,0.303978,-0.00223412,0.254912,0.165083,0.328737,0.171204,0.114213,0.19952,0.169419,0.733507,0.0568167,0.283881,0.0490309,0.331767,0.240275,-0.308658,0.399709,0.049826
